code,source_description,orthopedic_subsection,status,wrvu_status,wrvu_missing_reason,work_rvu,total_rvu,global_period_days,estimated_medicare_payment,cms_source_file
26100,Arthrotomy with synovial biopsy; carpometacarpal joint,Hand Surgery,already_present,verified,,3.7,10.14,90,338.69,PPRRVU2026_Jul_nonQPP.csv
26105,Arthrotomy for synovial biopsy; metacarpophalangeal joint,Hand Surgery,already_present,verified,,3.73,10.19,90,340.36,PPRRVU2026_Jul_nonQPP.csv
26110,"Arthrotomy for synovial biopsy; interphalangeal joint, each",Hand Surgery,already_present,verified,,3.56,9.52,90,317.98,PPRRVU2026_Jul_nonQPP.csv
26115,"Excision, tumor or vascular malformation, hand or finger; subcutaneous",Hand Surgery,already_present,verified,,3.86,17.61,90,588.19,PPRRVU2026_Jul_nonQPP.csv
26116,"Excision, tumor or vascular malformation, hand or finger; deep, subfascial, intramuscular",Hand Surgery,already_present,verified,,6.57,14.79,90,494.0,PPRRVU2026_Jul_nonQPP.csv
26117,"Radical resection of tumor eg, malignant neoplasm), soft tissue of hand or finger",Hand Surgery,already_present,verified,,9.88,20.79,90,694.4,PPRRVU2026_Jul_nonQPP.csv
26121,"Fasciectomy, palmar only, with or without z‐plasty, other local tissue rearrangement, or skin grafting (includes obtaining graft);",Hand Surgery,already_present,verified,,7.54,16.82,90,561.8,PPRRVU2026_Jul_nonQPP.csv
26123,"Fasciectomy, palmar only, with or without z‐plasty, other local tissue rearrangement, or skin grafting (includes obtaining graft); partial palmar excision with release of single digit including proximal",Hand Surgery,already_present,verified,,10.61,23.39,90,781.25,PPRRVU2026_Jul_nonQPP.csv
26125,"Fasciectomy, palmar only, with or without z‐plasty, other local tissue rearrangement, or skin grafting (includes obtaining graft); partial palmar excision with release of each additional digit, including proximal",Hand Surgery,already_present,verified,,4.49,6.83,0,228.13,PPRRVU2026_Jul_nonQPP.csv
26130,"Synovectomy, carpometacarpal joint",Hand Surgery,already_present,verified,,5.45,13.73,90,458.59,PPRRVU2026_Jul_nonQPP.csv
26135,"Synovectomy, metacarpophalangeal joint including intrinsic release and extensor hood reconstruction, each digit",Hand Surgery,already_present,verified,,6.95,15.55,90,519.38,PPRRVU2026_Jul_nonQPP.csv
26140,"Synovectomy, proximal interphalangeal joint, including extensor reconstruction, each interphalangeal joint",Hand Surgery,already_present,verified,,6.18,14.39,90,480.64,PPRRVU2026_Jul_nonQPP.csv
26145,"Synovectomy tendon sheath, radical tenosynovectomy, flexor, palm or finger, single, each digit",Hand Surgery,already_present,verified,,6.33,14.58,90,486.99,PPRRVU2026_Jul_nonQPP.csv
26160,"Excision of lesion of tendon sheath or capsule eg, cyst, mucous cyst, or ganglion), hand or finger",Hand Surgery,already_present,verified,,3.48,19.69,90,657.66,PPRRVU2026_Jul_nonQPP.csv
26170,"Excision of tendon, palm, flexor, single separate procedure, each",Hand Surgery,already_present,verified,,4.79,11.73,90,391.79,PPRRVU2026_Jul_nonQPP.csv
26180,"Excision of tendon, finger, flexor separate procedure",Hand Surgery,already_present,verified,,5.22,12.91,90,431.21,PPRRVU2026_Jul_nonQPP.csv
26185,"Sesamoidectomy, finger or thumb",Hand Surgery,already_present,verified,,6.36,16.39,90,547.44,PPRRVU2026_Jul_nonQPP.csv
26200,Excision or curettage of bone cyst or benign tumor of metacarpal,Hand Surgery,already_present,verified,,5.51,12.85,90,429.2,PPRRVU2026_Jul_nonQPP.csv
26205,Excision or curettage of bone cyst or benign tumor of metacarpal; with autograft (includes obtaining,Hand Surgery,already_present,verified,,7.73,17.25,90,576.17,PPRRVU2026_Jul_nonQPP.csv
26210,"Excision or curettage of bone cyst or benign tumor of proximal, middle or distal phalanx of finger",Hand Surgery,already_present,verified,,5.19,12.83,90,428.53,PPRRVU2026_Jul_nonQPP.csv
26215,"Excision or curettage of bone cyst or benign tumor of proximal, middle or distal phalanx of finger; with",Hand Surgery,already_present,verified,,7.09,16.26,90,543.1,PPRRVU2026_Jul_nonQPP.csv
26230,"Partial excision craterization, saucerization, or diaphysectomy of bone eg, for osteomyelitis); metacarpal",Hand Surgery,already_present,verified,,6.31,14.12,90,471.62,PPRRVU2026_Jul_nonQPP.csv
26235,"Partial excision craterization, saucerization, or diaphysectomy of bone eg, for osteomyelitis); proximal or middle phalanx of finger",Hand Surgery,already_present,verified,,6.17,13.91,90,464.61,PPRRVU2026_Jul_nonQPP.csv
26236,"Partial excision craterization, saucerization, or diaphysectomy of bone eg, for osteomyelitis); distal phalanx of finger",Hand Surgery,already_present,verified,,5.32,12.64,90,422.19,PPRRVU2026_Jul_nonQPP.csv
26250,"Radical resection ostectomy for tumor, metacarpal",Hand Surgery,already_present,verified,,14.83,29.52,90,985.99,PPRRVU2026_Jul_nonQPP.csv
26255,"Radical resection ostectomy for tumor, metacarpal; with autograft (includes obtaining graft)",Hand Surgery,newly_added,not_found_deleted_inactive,"Code is absent from current CMS RVU26C non-QPP source; likely deleted, inactive, or not valued in MPFS",0.0,0.0,0,0,
26260,"Radical resection ostectomy for tumor, proximal or middle phalanx of finger",Hand Surgery,already_present,verified,,10.88,22.33,90,745.84,PPRRVU2026_Jul_nonQPP.csv
26261,"Radical resection ostectomy for tumor, proximal or middle phalanx of finger; with autograft (includes",Hand Surgery,already_present,not_found_deleted_inactive,"Code is absent from current CMS RVU26C non-QPP source; likely deleted, inactive, or not valued in MPFS",12.78,0,90,0,
26262,"Radical resection ostectomy for tumor, distal phalanx of finger",Hand Surgery,already_present,verified,,8.08,18.03,90,602.22,PPRRVU2026_Jul_nonQPP.csv
26320,Removal of implant from finger or hand,Hand Surgery,already_present,verified,,4,10.11,90,337.68,PPRRVU2026_Jul_nonQPP.csv
26340,"Manipulation finger joint under anesthesia, each joint",Hand Surgery,already_present,verified,,2.73,10.94,90,365.41,PPRRVU2026_Jul_nonQPP.csv
26350,"Flexor tendon repair or advancement, single, not in no mans land; primary or secondary without free graft, each tendon",Hand Surgery,already_present,verified,,6.05,22.12,90,738.83,PPRRVU2026_Jul_nonQPP.csv
26352,"Flexor tendon repair or advancement, single, not in no mans land; secondary with free graft (includes",Hand Surgery,already_present,verified,,7.67,24.09,90,804.63,PPRRVU2026_Jul_nonQPP.csv
26356,"Flexor tendon repair or advancement, single, in no mans land; primary, each tendon",Hand Surgery,already_present,verified,,9.32,22.56,90,753.52,PPRRVU2026_Jul_nonQPP.csv
26357,"Flexor tendon repair or advancement, single, in no mans land; secondary, each tendon",Hand Surgery,already_present,verified,,10.73,25.55,90,853.39,PPRRVU2026_Jul_nonQPP.csv
26358,"Flexor tendon repair or advancement, single, in no mans land secondary with free graft (includes",Hand Surgery,already_present,verified,,12.29,27.94,90,933.22,PPRRVU2026_Jul_nonQPP.csv
26370,"Profundus tendon repair or advancement, with intact sublimis; primary",Hand Surgery,already_present,verified,,7.1,22.75,90,759.87,PPRRVU2026_Jul_nonQPP.csv
26372,"Profundus tendon repair or advancement, with intact sublimis; secondary with free graft (includes",Hand Surgery,already_present,verified,,8.78,26.88,90,897.82,PPRRVU2026_Jul_nonQPP.csv
26373,"Profundus tendon repair or advancement, with intact sublimis; secondary without free graft",Hand Surgery,already_present,verified,,8.2,26,90,868.42,PPRRVU2026_Jul_nonQPP.csv
26390,"Flexor tendon excision, implantation of plastic tube or rod for delayed tendon graft, hand or finger",Hand Surgery,already_present,verified,,9.19,25.49,90,851.39,PPRRVU2026_Jul_nonQPP.csv
26392,"Removal of tube or rod and insertion of flexor tendon graft (includes obtaining graft), hand or finger",Hand Surgery,already_present,verified,,10.24,29.12,90,972.63,PPRRVU2026_Jul_nonQPP.csv
26410,"Extensor tendon repair, dorsum of hand, single, primary or secondary; without free graft, each tendon",Hand Surgery,already_present,verified,,4.65,17.92,90,598.54,PPRRVU2026_Jul_nonQPP.csv
26412,"Extensor tendon repair, dorsum of hand, single, primary or secondary; with free graft, (includes obtaining",Hand Surgery,already_present,verified,,6.32,20.82,90,695.41,PPRRVU2026_Jul_nonQPP.csv
26415,"Extensor tendon excision, implantation of plastic tube or rod for delayed extensor tendon graft, hand or",Hand Surgery,already_present,verified,,8.3,24.95,90,833.35,PPRRVU2026_Jul_nonQPP.csv
26416,"Removal of tube or rod and insertion of extensor tendon graft (includes obtaining graft), hand or finger",Hand Surgery,already_present,verified,,9.32,26.86,90,897.15,PPRRVU2026_Jul_nonQPP.csv
26418,"Extensor tendon repair, dorsum of finger, single, primary or secondary, without free graft, each tendon",Hand Surgery,already_present,verified,,4.36,18.79,90,627.6,PPRRVU2026_Jul_nonQPP.csv
26420,"Extensor tendon repair, dorsum of finger, single, primary or secondary, with free graft, (includes",Hand Surgery,already_present,verified,,6.77,21.5,90,718.12,PPRRVU2026_Jul_nonQPP.csv
26426,"Extensor tendon repair, central slip repair, secondary (boutonniere deformity); using local tissues",Hand Surgery,already_present,verified,,6.16,14.25,90,475.96,PPRRVU2026_Jul_nonQPP.csv
26428,"Extensor tendon repair, central slip repair, secondary (boutonniere deformity); with free graft (includes",Hand Surgery,already_present,verified,,7.22,23.63,90,789.26,PPRRVU2026_Jul_nonQPP.csv
26432,"Extensor tendon repair, distal insertion (mallet finger), closed, splinting with or without percutaneous",Hand Surgery,already_present,verified,,4.06,16.25,90,542.76,PPRRVU2026_Jul_nonQPP.csv
26433,"Extensor tendon repair, distal insertion (mallet finger), open, primary or secondary repair; without graft",Hand Surgery,already_present,verified,,4.58,17,90,567.82,PPRRVU2026_Jul_nonQPP.csv
26434,"Extensor tendon repair, distal insertion (mallet finger), open, primary or secondary repair; with graft",Hand Surgery,already_present,verified,,6.1,20.76,90,693.4,PPRRVU2026_Jul_nonQPP.csv
26437,"Extensor tendon realignment, hand",Hand Surgery,already_present,verified,,5.84,19.45,90,649.65,PPRRVU2026_Jul_nonQPP.csv
26440,"Tenolysis, simple, flexor tendon; palm OR finger, single, each tendon",Hand Surgery,already_present,verified,,5.03,19.24,90,642.63,PPRRVU2026_Jul_nonQPP.csv
26442,"Tenolysis, simple, flexor tendon; palm AND finger, each tendon",Hand Surgery,already_present,verified,,9.51,28.77,90,960.94,PPRRVU2026_Jul_nonQPP.csv
26445,"Tenolysis, extensor tendon, dorsum of hand or finger, each tendon",Hand Surgery,already_present,verified,,4.34,18.11,90,604.89,PPRRVU2026_Jul_nonQPP.csv
26449,"Tenolysis, complex, extensor tendon, dorsum of hand or finger, including hand and forearm",Hand Surgery,already_present,verified,,8.38,19.78,90,660.67,PPRRVU2026_Jul_nonQPP.csv
26450,"Tenotomy, flexor, single, palm, open, each",Hand Surgery,already_present,verified,,3.7,13.74,90,458.93,PPRRVU2026_Jul_nonQPP.csv
26455,"Tenotomy, flexor, single, finger, open, each",Hand Surgery,already_present,verified,,3.67,13.74,90,458.93,PPRRVU2026_Jul_nonQPP.csv
26460,"Tenotomy, extensor hand or finger, single, open, each",Hand Surgery,already_present,verified,,3.49,13.43,90,448.57,PPRRVU2026_Jul_nonQPP.csv
26471,Tenodesis; for proximal interphalangeal joint stabilization,Hand Surgery,already_present,verified,,5.75,19.27,90,643.64,PPRRVU2026_Jul_nonQPP.csv
26474,Tenodesis; for distal joint stabilization,Hand Surgery,already_present,verified,,5.35,19.61,90,654.99,PPRRVU2026_Jul_nonQPP.csv
26476,"Tendon lengthening, extensor, hand or finger, single, each",Hand Surgery,already_present,verified,,5.22,19.41,90,648.31,PPRRVU2026_Jul_nonQPP.csv
26477,"Tendon shortening, extensor, hand or finger, single, each",Hand Surgery,already_present,verified,,5.19,18.38,90,613.91,PPRRVU2026_Jul_nonQPP.csv
26478,"Tendon lengthening, flexor, hand or finger, single, each",Hand Surgery,already_present,verified,,5.82,19.49,90,650.98,PPRRVU2026_Jul_nonQPP.csv
26479,"Tendon shortening, flexor, hand or finger, single, each",Hand Surgery,already_present,verified,,5.76,20.24,90,676.03,PPRRVU2026_Jul_nonQPP.csv
26480,"Tendon transfer or transplant, carpometacarpal area or dorsum of hand, single; without free graft, each",Hand Surgery,already_present,verified,,8.78,20,90,668.02,PPRRVU2026_Jul_nonQPP.csv
26483,"Tendon transfer or transplant, carpometacarpal area or dorsum of hand, single; with free tendon graft",Hand Surgery,already_present,verified,,8.27,25,90,835.02,PPRRVU2026_Jul_nonQPP.csv
26485,"Tendon transfer or transplant, palmar, single, each tendon; without free tendon graft",Hand Surgery,already_present,verified,,7.69,24.16,90,806.97,PPRRVU2026_Jul_nonQPP.csv
26489,"Tendon transfer or transplant, palmar, single, each tendon; with free tendon graft (includes obtaining",Hand Surgery,already_present,verified,,9.61,28.16,90,940.57,PPRRVU2026_Jul_nonQPP.csv
26490,Opponens plasty; sublimis tendon transfer type,Hand Surgery,already_present,verified,,8.39,24.59,90,821.33,PPRRVU2026_Jul_nonQPP.csv
26492,Opponens plasty; tendon transfer with graft (includes obtaining graft),Hand Surgery,already_present,verified,,9.59,27.02,90,902.49,PPRRVU2026_Jul_nonQPP.csv
26494,Opponens plasty; hypothenar muscle transfer,Hand Surgery,already_present,verified,,8.44,24.67,90,824.0,PPRRVU2026_Jul_nonQPP.csv
26496,Opponens plasty; other methods,Hand Surgery,already_present,verified,,9.54,26.37,90,880.78,PPRRVU2026_Jul_nonQPP.csv
26497,Tendon transfer to restore intrinsic function; ring and small finger,Hand Surgery,already_present,verified,,9.52,26.34,90,879.78,PPRRVU2026_Jul_nonQPP.csv
26498,Tendon transfer to restore intrinsic function; all four fingers,Hand Surgery,already_present,verified,,13.85,33.53,90,1119.93,PPRRVU2026_Jul_nonQPP.csv
26499,"Correction claw finger, other methods",Hand Surgery,newly_added,verified,,8.94,25.46,90,850.39,PPRRVU2026_Jul_nonQPP.csv
26500,"Tendon pulley reconstruction, with local tissues separate procedure",Hand Surgery,already_present,verified,,5.98,20.57,90,687.06,PPRRVU2026_Jul_nonQPP.csv
26502,Tendon pulley reconstruction; with tendon or fascial graft (includes obtaining graft) separate procedure,Hand Surgery,already_present,verified,,7.13,22.31,90,745.17,PPRRVU2026_Jul_nonQPP.csv
26508,Thenar muscle release for thumb contracture,Hand Surgery,already_present,verified,,6.03,19.2,90,641.3,PPRRVU2026_Jul_nonQPP.csv
26510,Cross intrinsic transfer,Hand Surgery,already_present,verified,,5.46,18.79,90,627.6,PPRRVU2026_Jul_nonQPP.csv
26516,Capsulodesis for M‐P joint stabilization; single digit,Hand Surgery,already_present,verified,,7.14,21.48,90,717.45,PPRRVU2026_Jul_nonQPP.csv
26517,Capsulodesis for M‐P joint stabilization; two digits,Hand Surgery,already_present,verified,,8.85,25.31,90,845.38,PPRRVU2026_Jul_nonQPP.csv
26518,Capsulodesis for M‐P joint stabilization; three or four digits,Hand Surgery,already_present,verified,,9.04,25.6,90,855.06,PPRRVU2026_Jul_nonQPP.csv
26520,"Capsulectomy or capsulotomy for contracture; metacarpophalangeal joint, single, each",Hand Surgery,already_present,verified,,5.33,20.08,90,670.69,PPRRVU2026_Jul_nonQPP.csv
26525,"Capsulectomy or capsulotomy for contracture; interphalangeal joint, single each",Hand Surgery,already_present,verified,,5.36,20.27,90,677.04,PPRRVU2026_Jul_nonQPP.csv
26530,"Arthroplasty, metacarpophalangeal joint; single, each",Hand Surgery,already_present,verified,,6.71,15.26,90,509.7,PPRRVU2026_Jul_nonQPP.csv
26531,"Arthroplasty, metacarpophalangeal joint; with prosthetic implant, single, each",Hand Surgery,already_present,verified,,7.93,17.61,90,588.19,PPRRVU2026_Jul_nonQPP.csv
26535,"Arthroplasty, interphalangeal joint; single, each",Hand Surgery,already_present,verified,,5.27,12.57,90,419.85,PPRRVU2026_Jul_nonQPP.csv
26536,"Arthroplasty, interphalangeal joint; with prosthetic implant, single, each",Hand Surgery,already_present,verified,,6.4,21.89,90,731.15,PPRRVU2026_Jul_nonQPP.csv
26540,"Primary repair of collateral ligament, metacarpophalangeal joint",Hand Surgery,already_present,verified,,6.44,20.34,90,679.37,PPRRVU2026_Jul_nonQPP.csv
26541,"Primary repair of collateral ligament, metacarpophalangeal joint; with tendon or fascial graft (includes",Hand Surgery,already_present,verified,,8.59,23.94,90,799.62,PPRRVU2026_Jul_nonQPP.csv
26542,"Primary repair of collateral ligament, metacarpophalangeal joint; with local tissue eg, adductor",Hand Surgery,already_present,verified,,6.78,20.86,90,696.74,PPRRVU2026_Jul_nonQPP.csv
26545,"Reconstruction, collateral ligament, interphalangeal joint, single, including graft, each joint",Hand Surgery,already_present,verified,,6.93,21.18,90,707.43,PPRRVU2026_Jul_nonQPP.csv
26546,"Repair nonunion, metacarpal or phalanx, including bone graft harvest",Hand Surgery,already_present,verified,,10.56,29.74,90,993.34,PPRRVU2026_Jul_nonQPP.csv
26548,"Repair and reconstruction, finger volar plate, interphalangeal joint",Hand Surgery,already_present,verified,,8.01,22.93,90,765.88,PPRRVU2026_Jul_nonQPP.csv
26550,Pollicization of a digit,Hand Surgery,already_present,verified,,21.14,46.06,90,1538.45,PPRRVU2026_Jul_nonQPP.csv
26551,Digit reconstruction with wrap‐around toe and bone graft,Hand Surgery,already_present,verified,,47.27,89.08,90,2975.35,PPRRVU2026_Jul_nonQPP.csv
26553,Digit reconstruction with toe other than great toe,Hand Surgery,already_present,verified,,46.97,88.47,90,2954.98,PPRRVU2026_Jul_nonQPP.csv
26554,Digit reconstructions with toes other than great toe ‐ double,Hand Surgery,already_present,verified,,55.58,102.57,90,3425.93,PPRRVU2026_Jul_nonQPP.csv
26555,Positional change of other finger,Hand Surgery,already_present,verified,,16.65,39.19,90,1308.98,PPRRVU2026_Jul_nonQPP.csv
26556,"Transfer, free toe joint with microvascular anastomosis",Hand Surgery,already_present,verified,,48.51,92.21,90,3079.9,PPRRVU2026_Jul_nonQPP.csv
26560,Repair of syndactyly web finger each web space; with skin flaps,Hand Surgery,already_present,verified,,5.38,19.1,90,637.96,PPRRVU2026_Jul_nonQPP.csv
26561,Repair of syndactyly web finger each web space; with skin flaps and grafts,Hand Surgery,already_present,verified,,10.82,28.33,90,946.25,PPRRVU2026_Jul_nonQPP.csv
26562,"Repair of syndactyly web finger each web space; complex, involving bone, nails, etc",Hand Surgery,already_present,verified,,16.26,39.21,90,1309.65,PPRRVU2026_Jul_nonQPP.csv
26565,Osteotomy for correction of deformity; metacarpal,Hand Surgery,already_present,verified,,6.74,20.67,90,690.4,PPRRVU2026_Jul_nonQPP.csv
26567,Osteotomy for correction of deformity; phalanx of finger,Hand Surgery,already_present,verified,,6.82,20.96,90,700.08,PPRRVU2026_Jul_nonQPP.csv
26568,Osteoplasty for lengthening of metacarpal or phalanx,Hand Surgery,already_present,verified,,9.04,27.28,90,911.18,PPRRVU2026_Jul_nonQPP.csv
26580,Repair cleft hand,Hand Surgery,already_present,verified,,19.26,43.35,90,1447.93,PPRRVU2026_Jul_nonQPP.csv
26587,"Reconstruction of supernumerary digit, soft tissue and bone",Hand Surgery,already_present,verified,,14.14,29.08,90,971.3,PPRRVU2026_Jul_nonQPP.csv
26590,Repair macrodactylia,Hand Surgery,already_present,verified,,18.2,40.11,90,1339.71,PPRRVU2026_Jul_nonQPP.csv
26591,"Repair, intrinsic muscles of hand",Hand Surgery,already_present,verified,,3.3,14.74,90,492.33,PPRRVU2026_Jul_nonQPP.csv
26593,"Release, intrinsic muscles of hand",Hand Surgery,already_present,verified,,5.36,19.03,90,635.62,PPRRVU2026_Jul_nonQPP.csv
26596,"Excision of constricting ring of finger, with multiple Z‐plasties",Hand Surgery,already_present,verified,,8.91,23.73,90,792.6,PPRRVU2026_Jul_nonQPP.csv
26600,"Closed treatment of metacarpal fracture, single; without manipulation, each bone",Hand Surgery,already_present,verified,,2.54,10.23,90,341.69,PPRRVU2026_Jul_nonQPP.csv
26605,"Closed treatment of metacarpal fracture, single; with manipulation, each bone",Hand Surgery,already_present,verified,,2.95,11.27,90,376.43,PPRRVU2026_Jul_nonQPP.csv
26607,"Closed treatment of metacarpal fracture, single; with manipulation, with internal or external fixation, each bone",Hand Surgery,already_present,verified,,5.34,14.89,90,497.34,PPRRVU2026_Jul_nonQPP.csv
26608,"Percutaneous skeletal fixation of metacarpal fracture, each bone",Hand Surgery,already_present,verified,,5.41,13.9,90,464.27,PPRRVU2026_Jul_nonQPP.csv
26615,"Open treatment of metacarpal fracture, single, with or without internal or external fixation, each bone",Hand Surgery,already_present,verified,,6.89,16.4,90,547.77,PPRRVU2026_Jul_nonQPP.csv
26641,"Closed treatment of carpometacarpal dislocation, thumb, with manipulation",Hand Surgery,already_present,verified,,4.03,14.05,90,469.28,PPRRVU2026_Jul_nonQPP.csv
26645,"Closed treatment of carpometacarpal fracture dislocation, thumb Bennett fracture, with manipulation",Hand Surgery,already_present,verified,,4.47,14.48,90,483.65,PPRRVU2026_Jul_nonQPP.csv
26650,"Percutaneous skeletal fixation of carpometacarpal fracture dislocation, thumb Bennett fracture, with manipulation, with or without external fixation",Hand Surgery,already_present,verified,,5.22,14.09,90,470.62,PPRRVU2026_Jul_nonQPP.csv
26665,"Open treatment of carpometacarpal fracture dislocation, thumb Bennett fracture, with or without internal or external fixation",Hand Surgery,already_present,verified,,7.74,17.3,90,577.84,PPRRVU2026_Jul_nonQPP.csv
26670,"Closed treatment of carpometacarpal dislocation, other than thumb Bennett fracture, single, with",Hand Surgery,already_present,verified,,3.73,12.87,90,429.87,PPRRVU2026_Jul_nonQPP.csv
26675,"Closed treatment of carpometacarpal dislocation, other than thumb Bennett fracture, single, with",Hand Surgery,already_present,verified,,4.71,15.43,90,515.38,PPRRVU2026_Jul_nonQPP.csv
26676,"Percutaneous skeletal fixation of carpometacarpal dislocation, other than thumb Bennett fracture, single,",Hand Surgery,already_present,verified,,5.6,14.64,90,488.99,PPRRVU2026_Jul_nonQPP.csv
26685,"Open treatment of carpometacarpal dislocation, other than thumb Bennett fracture; single, with or without internal or external fixation",Hand Surgery,already_present,verified,,6.89,16.03,90,535.42,PPRRVU2026_Jul_nonQPP.csv
26686,"Open treatment of carpometacarpal dislocation, other than thumb Bennett fracture; complex, multiple or delayed reduction",Hand Surgery,already_present,verified,,7.97,17.74,90,592.53,PPRRVU2026_Jul_nonQPP.csv
26700,"Closed treatment of metacarpophalangeal dislocation, single, with manipulation; without anesthesia",Hand Surgery,already_present,verified,,3.73,12.18,90,406.82,PPRRVU2026_Jul_nonQPP.csv
26705,"Closed treatment of metacarpophalangeal dislocation, single, with manipulation; requiring anesthesia",Hand Surgery,already_present,verified,,4.27,14.63,90,488.66,PPRRVU2026_Jul_nonQPP.csv
26706,"Percutaneous skeletal fixation of metacarpophalangeal dislocation, single, with manipulation",Hand Surgery,already_present,verified,,5.18,12.52,90,418.18,PPRRVU2026_Jul_nonQPP.csv
26715,"Open treatment of metacarpophalangeal dislocation, single, with or without internal or external fixation",Hand Surgery,already_present,verified,,6.85,16.32,90,545.1,PPRRVU2026_Jul_nonQPP.csv
26720,"Closed treatment of phalangeal shaft fracture, proximal or middle phalanx, finger or thumb; without",Hand Surgery,already_present,verified,,1.72,7.05,90,235.48,PPRRVU2026_Jul_nonQPP.csv
26725,"Closed treatment of phalangeal shaft fracture, proximal or middle phalanx, finger or thumb; with",Hand Surgery,already_present,verified,,3.39,11.85,90,395.8,PPRRVU2026_Jul_nonQPP.csv
26727,"Percutaneous skeletal fixation of unstable phalangeal shaft fracture, proximal or middle phalanx, finger or",Hand Surgery,already_present,verified,,5.28,13.68,90,456.92,PPRRVU2026_Jul_nonQPP.csv
26735,"Open treatment of phalangeal shaft fracture, proximal or middle phalanx, finger or thumb, with or without internal or external fixation, each",Hand Surgery,already_present,verified,,7.23,16.9,90,564.48,PPRRVU2026_Jul_nonQPP.csv
26740,"Closed treatment of articular fracture, involving metacarpophalangeal or proximal interphalangeal joint;",Hand Surgery,already_present,verified,,2.02,7.85,90,262.2,PPRRVU2026_Jul_nonQPP.csv
26742,"Closed treatment of articular fracture, involving metacarpophalangeal or proximal interphalangeal joint;",Hand Surgery,already_present,verified,,3.89,12.64,90,422.19,PPRRVU2026_Jul_nonQPP.csv
26746,"Open treatment of articular fracture, involving metacarpophalangeal or proximal interphalangeal joint, with or without internal or external fixation, each",Hand Surgery,already_present,verified,,9.56,20.61,90,688.39,PPRRVU2026_Jul_nonQPP.csv
26750,"Closed treatment of distal phalangeal fracture, finger or thumb; without manipulation, each",Hand Surgery,already_present,verified,,1.76,6.6,90,220.45,PPRRVU2026_Jul_nonQPP.csv
26755,"Closed treatment of distal phalangeal fracture, finger or thumb; with manipulation, each",Hand Surgery,already_present,verified,,3.15,11.41,90,381.1,PPRRVU2026_Jul_nonQPP.csv
26756,"Percutaneous skeletal fixation of distal phalangeal fracture, finger or thumb, each",Hand Surgery,already_present,verified,,4.47,12.42,90,414.84,PPRRVU2026_Jul_nonQPP.csv
26765,"Open treatment of distal phalangeal fracture, finger or thumb, with or without internal or external fixation, each",Hand Surgery,already_present,verified,,5.71,14.57,90,486.65,PPRRVU2026_Jul_nonQPP.csv
26770,"Closed treatment of interphalangeal joint dislocation, single, with manipulation; without anesthesia",Hand Surgery,already_present,verified,,3.07,10.83,90,361.73,PPRRVU2026_Jul_nonQPP.csv
26775,"Closed treatment of interphalangeal joint dislocation, single, with manipulation; requiring anesthesia",Hand Surgery,already_present,verified,,3.8,13.15,90,439.22,PPRRVU2026_Jul_nonQPP.csv
26776,"Percutaneous skeletal fixation of interphalangeal joint dislocation, single, with manipulation",Hand Surgery,already_present,verified,,4.87,13.02,90,434.88,PPRRVU2026_Jul_nonQPP.csv
26785,"Open treatment of interphalangeal joint dislocation, with or without internal or external fixation, single",Hand Surgery,already_present,verified,,6.44,15.7,90,524.39,PPRRVU2026_Jul_nonQPP.csv
26820,"Fusion in opposition, thumb, with autogenous graft (includes obtaining graft)",Hand Surgery,newly_added,verified,,8.24,24.37,90,813.98,PPRRVU2026_Jul_nonQPP.csv
26841,"Arthrodesis, carpometacarpal joint, thumb, with or without internal fixation",Hand Surgery,newly_added,verified,,7.17,22.49,90,751.19,PPRRVU2026_Jul_nonQPP.csv
26842,"Arthrodesis, carpometacarpal joint, thumb, with or without internal fixation; with autograft (includes obtaining graft)",Hand Surgery,newly_added,verified,,8.28,24.43,90,815.98,PPRRVU2026_Jul_nonQPP.csv
26843,"Arthrodesis, carpometacarpal joint, digits, other than thumb",Hand Surgery,newly_added,verified,,7.59,23.04,90,769.56,PPRRVU2026_Jul_nonQPP.csv
26844,"Arthrodesis, carpometacarpal joint, digits, other than thumb; with autograft (includes obtaining graft)",Hand Surgery,newly_added,verified,,8.76,25.17,90,840.7,PPRRVU2026_Jul_nonQPP.csv
26850,"Arthrodesis, metacarpophalangeal joint, with or without internal fixation",Hand Surgery,newly_added,verified,,6.96,21.15,90,706.43,PPRRVU2026_Jul_nonQPP.csv
26852,"Arthrodesis, metacarpophalangeal joint, with or without internal fixation; with autograft (includes obtaining graft)",Hand Surgery,newly_added,verified,,8.49,23.81,90,795.28,PPRRVU2026_Jul_nonQPP.csv
26860,"Arthrodesis, interphalangeal joint, with or without internal fixation",Hand Surgery,newly_added,verified,,4.76,18.16,90,606.56,PPRRVU2026_Jul_nonQPP.csv
26861,"Arthrodesis, interphalangeal joint, with or without internal fixation; each additional interphalangeal joint",Hand Surgery,newly_added,verified,,1.7,2.6,0,86.84,PPRRVU2026_Jul_nonQPP.csv
26862,"Arthrodesis, interphalangeal joint, with or without internal fixation; with autograft (includes obtaining",Hand Surgery,newly_added,verified,,7.37,22.08,90,737.49,PPRRVU2026_Jul_nonQPP.csv
26863,"Arthrodesis, interphalangeal joint, with or without internal fixation; with autograft (includes obtaining graft), each additional joint",Hand Surgery,newly_added,verified,,3.79,5.74,0,191.72,PPRRVU2026_Jul_nonQPP.csv
26910,"Amputation, metacarpal, with finger or thumb (ray amputation), single, with or without interosseous transfer",Hand Surgery,already_present,verified,,7.6,22.17,90,740.5,PPRRVU2026_Jul_nonQPP.csv
