surface,code,modifier,wrvu,location
index_specs,31571,,4.15,Otolaryngology (ENT)[49]
index_specs,31575,,0.92,Otolaryngology (ENT)[50]
index_specs,31579,,1.83,Otolaryngology (ENT)[51]
index_specs,31584,,17.14,Otolaryngology (ENT)[52]
index_specs,42104,,1.65,Otolaryngology (ENT)[53]
index_specs,42140,,1.66,Otolaryngology (ENT)[54]
index_specs,42145,,9.54,Otolaryngology (ENT)[55]
index_specs,42200,,12.22,Otolaryngology (ENT)[56]
index_specs,42320,,2.34,Otolaryngology (ENT)[57]
index_specs,42330,,2.2,Otolaryngology (ENT)[58]
index_specs,42335,,3.32,Otolaryngology (ENT)[59]
index_specs,42340,,4.6,Otolaryngology (ENT)[60]
index_specs,42800,,1.4,Otolaryngology (ENT)[61]
index_specs,42804,,1.26,Otolaryngology (ENT)[62]
index_specs,42808,,2.29,Otolaryngology (ENT)[63]
index_specs,42809,,1.81,Otolaryngology (ENT)[64]
index_specs,42950,,8.06,Otolaryngology (ENT)[65]
index_specs,42953,,9.21,Otolaryngology (ENT)[66]
index_specs,42955,,7.81,Otolaryngology (ENT)[67]
index_specs,43191,,2.43,Otolaryngology (ENT)[68]
index_specs,43192,,2.72,Otolaryngology (ENT)[69]
index_specs,30545,,11.33,Otolaryngology (ENT)[70]
index_specs,30560,,1.28,Otolaryngology (ENT)[71]
index_specs,30620,,6.01,Otolaryngology (ENT)[72]
index_specs,30915,,7.25,Otolaryngology (ENT)[73]
index_specs,30920,,10.86,Otolaryngology (ENT)[74]
index_specs,31002,,1.91,Otolaryngology (ENT)[75]
index_specs,31020,,2.99,Otolaryngology (ENT)[76]
index_specs,31030,,5.86,Otolaryngology (ENT)[77]
index_specs,31032,,6.52,Otolaryngology (ENT)[78]
index_specs,31040,,9.53,Otolaryngology (ENT)[79]
index_specs,31050,,5.24,Otolaryngology (ENT)[80]
index_specs,31070,,4.29,Otolaryngology (ENT)[81]
index_specs,31201,,8.39,Otolaryngology (ENT)[82]
index_specs,31205,,10.32,Otolaryngology (ENT)[83]
index_specs,31231,,1.07,Otolaryngology (ENT)[84]
index_specs,31237,,2.54,Otolaryngology (ENT)[85]
index_specs,31238,,2.67,Otolaryngology (ENT)[86]
index_specs,31239,,8.81,Otolaryngology (ENT)[87]
index_specs,31240,,2.54,Otolaryngology (ENT)[88]
index_specs,31253,,8.78,Otolaryngology (ENT)[89]
index_specs,31254,,4.16,Otolaryngology (ENT)[90]
index_specs,31255,,5.61,Otolaryngology (ENT)[91]
index_specs,31257,,7.8,Otolaryngology (ENT)[92]
index_specs,31259,,8.27,Otolaryngology (ENT)[93]
index_specs,31276,,6.58,Otolaryngology (ENT)[94]
index_specs,31287,,3.41,Otolaryngology (ENT)[95]
index_specs,31288,,4.0,Otolaryngology (ENT)[96]
index_specs,31291,,19.07,Otolaryngology (ENT)[97]
index_specs,31292,,15.5,Otolaryngology (ENT)[98]
index_specs,31293,,17.03,Otolaryngology (ENT)[99]
index_specs,31294,,19.8,Otolaryngology (ENT)[100]
index_specs,31511,,2.11,Otolaryngology (ENT)[101]
index_specs,31512,,2.02,Otolaryngology (ENT)[102]
index_specs,31513,,2.05,Otolaryngology (ENT)[103]
index_specs,31528,,2.31,Otolaryngology (ENT)[104]
index_specs,31529,,2.61,Otolaryngology (ENT)[105]
index_specs,31530,,3.3,Otolaryngology (ENT)[106]
index_specs,31531,,3.49,Otolaryngology (ENT)[107]
index_specs,31540,,4.02,Otolaryngology (ENT)[108]
index_specs,31551,,20.96,Otolaryngology (ENT)[109]
index_specs,31552,,19.99,Otolaryngology (ENT)[110]
index_specs,31553,,21.45,Otolaryngology (ENT)[111]
index_specs,31554,,21.45,Otolaryngology (ENT)[112]
index_specs,31560,,5.31,Otolaryngology (ENT)[113]
index_specs,31561,,5.84,Otolaryngology (ENT)[114]
index_specs,31570,,3.76,Otolaryngology (ENT)[115]
index_specs,31572,,2.93,Otolaryngology (ENT)[116]
index_specs,31576,,1.84,Otolaryngology (ENT)[117]
index_specs,31577,,2.14,Otolaryngology (ENT)[118]
index_specs,31578,,2.37,Otolaryngology (ENT)[119]
index_specs,31587,,14.89,Otolaryngology (ENT)[120]
index_specs,31590,,7.65,Otolaryngology (ENT)[121]
index_specs,31599,,0.0,Otolaryngology (ENT)[122]
index_specs,42100,,1.33,Otolaryngology (ENT)[123]
index_specs,42106,,2.1,Otolaryngology (ENT)[124]
index_specs,42120,,11.56,Otolaryngology (ENT)[125]
index_specs,42160,,1.8,Otolaryngology (ENT)[126]
index_specs,42180,,2.49,Otolaryngology (ENT)[127]
index_specs,42182,,3.77,Otolaryngology (ENT)[128]
index_specs,42205,,13.32,Otolaryngology (ENT)[129]
index_specs,42210,,14.65,Otolaryngology (ENT)[130]
index_specs,42215,,8.77,Otolaryngology (ENT)[131]
index_specs,42220,,6.98,Otolaryngology (ENT)[132]
index_specs,42225,,9.53,Otolaryngology (ENT)[133]
index_specs,42226,,10.09,Otolaryngology (ENT)[134]
index_specs,42227,,9.65,Otolaryngology (ENT)[135]
index_specs,42235,,7.81,Otolaryngology (ENT)[136]
index_specs,42260,,9.96,Otolaryngology (ENT)[137]
index_specs,42300,,1.93,Otolaryngology (ENT)[138]
index_specs,42305,,6.15,Otolaryngology (ENT)[139]
index_specs,42310,,1.57,Otolaryngology (ENT)[140]
index_specs,42400,,0.76,Otolaryngology (ENT)[141]
index_specs,42405,,3.26,Otolaryngology (ENT)[142]
index_specs,42408,,4.54,Otolaryngology (ENT)[143]
index_specs,42409,,2.84,Otolaryngology (ENT)[144]
index_specs,42410,,9.33,Otolaryngology (ENT)[145]
index_specs,42426,,22.09,Otolaryngology (ENT)[146]
index_specs,42500,,4.31,Otolaryngology (ENT)[147]
index_specs,42505,,6.16,Otolaryngology (ENT)[148]
index_specs,42507,,6.09,Otolaryngology (ENT)[149]
index_specs,42509,,11.47,Otolaryngology (ENT)[150]
index_specs,42600,,4.82,Otolaryngology (ENT)[151]
index_specs,42650,,0.75,Otolaryngology (ENT)[152]
index_specs,42660,,1.1,Otolaryngology (ENT)[153]
index_specs,42700,,1.63,Otolaryngology (ENT)[154]
index_specs,42806,,1.59,Otolaryngology (ENT)[155]
index_specs,42810,,3.3,Otolaryngology (ENT)[156]
index_specs,42815,,7.13,Otolaryngology (ENT)[157]
index_specs,42825,,3.42,Otolaryngology (ENT)[158]
index_specs,42960,,2.32,Otolaryngology (ENT)[159]
index_specs,42961,,5.63,Otolaryngology (ENT)[160]
index_specs,42962,,7.22,Otolaryngology (ENT)[161]
index_specs,21193,,18.43,Oralmaxillofacial (OMFS)[0]
index_specs,21194,,21.27,Oralmaxillofacial (OMFS)[1]
index_specs,21196,,20.31,Oralmaxillofacial (OMFS)[2]
index_specs,21198,,15.32,Oralmaxillofacial (OMFS)[3]
index_specs,21206,,15.2,Oralmaxillofacial (OMFS)[4]
index_specs,21208,,11.13,Oralmaxillofacial (OMFS)[5]
index_specs,21210,,11.4,Oralmaxillofacial (OMFS)[6]
index_specs,21215,,11.92,Oralmaxillofacial (OMFS)[7]
index_specs,21336,,6.6,Oralmaxillofacial (OMFS)[8]
index_specs,21345,,8.83,Oralmaxillofacial (OMFS)[9]
index_specs,21346,,11.16,Oralmaxillofacial (OMFS)[10]
index_specs,21360,,7.01,Oralmaxillofacial (OMFS)[11]
index_specs,21365,,16.35,Oralmaxillofacial (OMFS)[12]
index_specs,21385,,9.33,Oralmaxillofacial (OMFS)[13]
index_specs,21423,,10.58,Oralmaxillofacial (OMFS)[14]
index_specs,21432,,8.6,Oralmaxillofacial (OMFS)[15]
index_specs,21435,,19.75,Oralmaxillofacial (OMFS)[16]
index_specs,21436,,29.54,Oralmaxillofacial (OMFS)[17]
index_specs,21453,,6.47,Oralmaxillofacial (OMFS)[18]
index_specs,42200,,12.22,Oralmaxillofacial (OMFS)[19]
index_specs,21010,,10.76,Oralmaxillofacial (OMFS)[20]
index_specs,21015,,9.64,Oralmaxillofacial (OMFS)[21]
index_specs,21016,,14.88,Oralmaxillofacial (OMFS)[22]
index_specs,21025,,9.78,Oralmaxillofacial (OMFS)[23]
index_specs,21026,,5.56,Oralmaxillofacial (OMFS)[24]
index_specs,21029,,8.18,Oralmaxillofacial (OMFS)[25]
index_specs,21030,,4.79,Oralmaxillofacial (OMFS)[26]
index_specs,21031,,3.22,Oralmaxillofacial (OMFS)[27]
index_specs,21032,,3.26,Oralmaxillofacial (OMFS)[28]
index_specs,21034,,16.95,Oralmaxillofacial (OMFS)[29]
index_specs,21040,,4.79,Oralmaxillofacial (OMFS)[30]
index_specs,21045,,17.91,Oralmaxillofacial (OMFS)[31]
index_specs,21046,,13.85,Oralmaxillofacial (OMFS)[32]
index_specs,21047,,19.57,Oralmaxillofacial (OMFS)[33]
index_specs,21048,,14.34,Oralmaxillofacial (OMFS)[34]
index_specs,21060,,10.79,Oralmaxillofacial (OMFS)[35]
index_specs,21070,,8.4,Oralmaxillofacial (OMFS)[36]
index_specs,21073,,3.36,Oralmaxillofacial (OMFS)[37]
index_specs,21110,,5.84,Oralmaxillofacial (OMFS)[38]
index_specs,21116,,0.79,Oralmaxillofacial (OMFS)[39]
index_specs,21120,,4.97,Oralmaxillofacial (OMFS)[40]
index_specs,21121,,7.61,Oralmaxillofacial (OMFS)[41]
index_specs,21122,,8.49,Oralmaxillofacial (OMFS)[42]
index_specs,21123,,11.06,Oralmaxillofacial (OMFS)[43]
index_specs,21125,,10.53,Oralmaxillofacial (OMFS)[44]
index_specs,21127,,12.13,Oralmaxillofacial (OMFS)[45]
index_specs,21137,,9.98,Oralmaxillofacial (OMFS)[46]
index_specs,21138,,12.55,Oralmaxillofacial (OMFS)[47]
index_specs,21139,,14.64,Oralmaxillofacial (OMFS)[48]
index_specs,21141,,19.08,Oralmaxillofacial (OMFS)[49]
index_specs,21142,,19.77,Oralmaxillofacial (OMFS)[50]
index_specs,21143,,20.52,Oralmaxillofacial (OMFS)[51]
index_specs,21145,,23.34,Oralmaxillofacial (OMFS)[52]
index_specs,21146,,24.25,Oralmaxillofacial (OMFS)[53]
index_specs,21147,,25.81,Oralmaxillofacial (OMFS)[54]
index_specs,21150,,25.31,Oralmaxillofacial (OMFS)[55]
index_specs,21151,,28.29,Oralmaxillofacial (OMFS)[56]
index_specs,21154,,30.51,Oralmaxillofacial (OMFS)[57]
index_specs,21155,,34.34,Oralmaxillofacial (OMFS)[58]
index_specs,21209,,7.62,Oralmaxillofacial (OMFS)[59]
index_specs,21230,,10.89,Oralmaxillofacial (OMFS)[60]
index_specs,21235,,7.31,Oralmaxillofacial (OMFS)[61]
index_specs,21240,,15.67,Oralmaxillofacial (OMFS)[62]
index_specs,21242,,14.23,Oralmaxillofacial (OMFS)[63]
index_specs,21243,,23.92,Oralmaxillofacial (OMFS)[64]
index_specs,21470,,17.1,Oralmaxillofacial (OMFS)[65]
index_specs,21079,,21.75,Oralmaxillofacial (OMFS)[66]
index_specs,21080,,24.43,Oralmaxillofacial (OMFS)[67]
index_specs,21081,,22.28,Oralmaxillofacial (OMFS)[68]
index_specs,21082,,20.32,Oralmaxillofacial (OMFS)[69]
index_specs,21083,,18.79,Oralmaxillofacial (OMFS)[70]
index_specs,21084,,21.92,Oralmaxillofacial (OMFS)[71]
index_specs,21085,,8.77,Oralmaxillofacial (OMFS)[72]
index_specs,21086,,24.26,Oralmaxillofacial (OMFS)[73]
index_specs,21087,,24.26,Oralmaxillofacial (OMFS)[74]
index_specs,21088,,0.0,Oralmaxillofacial (OMFS)[75]
index_specs,21089,,0.0,Oralmaxillofacial (OMFS)[76]
index_specs,21159,,42.06,Oralmaxillofacial (OMFS)[77]
index_specs,21160,,46.01,Oralmaxillofacial (OMFS)[78]
index_specs,21172,,27.5,Oralmaxillofacial (OMFS)[79]
index_specs,21175,,32.72,Oralmaxillofacial (OMFS)[80]
index_specs,21179,,22.08,Oralmaxillofacial (OMFS)[81]
index_specs,21180,,24.94,Oralmaxillofacial (OMFS)[82]
index_specs,21181,,10.02,Oralmaxillofacial (OMFS)[83]
index_specs,21182,,31.77,Oralmaxillofacial (OMFS)[84]
index_specs,21183,,34.81,Oralmaxillofacial (OMFS)[85]
index_specs,21184,,37.65,Oralmaxillofacial (OMFS)[86]
index_specs,21188,,22.57,Oralmaxillofacial (OMFS)[87]
index_specs,21195,,18.68,Oralmaxillofacial (OMFS)[88]
index_specs,21199,,16.31,Oralmaxillofacial (OMFS)[89]
index_specs,21244,,13.28,Oralmaxillofacial (OMFS)[90]
index_specs,21246,,12.6,Oralmaxillofacial (OMFS)[91]
index_specs,21247,,23.76,Oralmaxillofacial (OMFS)[92]
index_specs,21248,,12.42,Oralmaxillofacial (OMFS)[93]
index_specs,21255,,18.0,Oralmaxillofacial (OMFS)[94]
index_specs,21256,,17.22,Oralmaxillofacial (OMFS)[95]
index_specs,21261,,33.22,Oralmaxillofacial (OMFS)[96]
index_specs,21267,,20.17,Oralmaxillofacial (OMFS)[97]
index_specs,21268,,26.39,Oralmaxillofacial (OMFS)[98]
index_specs,21270,,10.36,Oralmaxillofacial (OMFS)[99]
index_specs,21275,,11.47,Oralmaxillofacial (OMFS)[100]
index_specs,21280,,6.95,Oralmaxillofacial (OMFS)[101]
index_specs,21282,,4.16,Oralmaxillofacial (OMFS)[102]
index_specs,21408,,12.46,Oralmaxillofacial (OMFS)[103]
index_specs,21421,,5.87,Oralmaxillofacial (OMFS)[104]
index_specs,21422,,8.51,Oralmaxillofacial (OMFS)[105]
index_specs,21431,,7.7,Oralmaxillofacial (OMFS)[106]
index_specs,21433,,25.63,Oralmaxillofacial (OMFS)[107]
index_specs,21440,,3.35,Oralmaxillofacial (OMFS)[108]
index_specs,21445,,6.1,Oralmaxillofacial (OMFS)[109]
index_specs,21450,,3.62,Oralmaxillofacial (OMFS)[110]
index_specs,21451,,5.51,Oralmaxillofacial (OMFS)[111]
index_specs,21452,,2.34,Oralmaxillofacial (OMFS)[112]
index_specs,21454,,7.18,Oralmaxillofacial (OMFS)[113]
index_specs,21461,,9.08,Oralmaxillofacial (OMFS)[114]
index_specs,21462,,10.73,Oralmaxillofacial (OMFS)[115]
index_specs,21465,,12.79,Oralmaxillofacial (OMFS)[116]
index_specs,21480,,0.59,Oralmaxillofacial (OMFS)[117]
index_specs,21485,,4.65,Oralmaxillofacial (OMFS)[118]
index_specs,21490,,12.63,Oralmaxillofacial (OMFS)[119]
index_specs,21497,,4.52,Oralmaxillofacial (OMFS)[120]
index_specs,41520,,2.76,Oralmaxillofacial (OMFS)[121]
index_specs,41800,,1.24,Oralmaxillofacial (OMFS)[122]
index_specs,41805,,1.31,Oralmaxillofacial (OMFS)[123]
index_specs,41806,,2.72,Oralmaxillofacial (OMFS)[124]
index_specs,41820,,0.0,Oralmaxillofacial (OMFS)[125]
index_specs,41821,,0.0,Oralmaxillofacial (OMFS)[126]
index_specs,41822,,2.35,Oralmaxillofacial (OMFS)[127]
index_specs,41823,,3.68,Oralmaxillofacial (OMFS)[128]
index_specs,41825,,1.37,Oralmaxillofacial (OMFS)[129]
index_specs,41826,,2.35,Oralmaxillofacial (OMFS)[130]
index_specs,41827,,3.73,Oralmaxillofacial (OMFS)[131]
index_specs,41828,,3.06,Oralmaxillofacial (OMFS)[132]
index_specs,41830,,3.36,Oralmaxillofacial (OMFS)[133]
index_specs,41850,,0.0,Oralmaxillofacial (OMFS)[134]
index_specs,41870,,0.0,Oralmaxillofacial (OMFS)[135]
index_specs,41872,,2.93,Oralmaxillofacial (OMFS)[136]
index_specs,41874,,3.11,Oralmaxillofacial (OMFS)[137]
index_specs,41899,,0.0,Oralmaxillofacial (OMFS)[138]
index_specs,40500,,4.36,Oralmaxillofacial (OMFS)[139]
index_specs,40510,,4.7,Oralmaxillofacial (OMFS)[140]
index_specs,40520,,4.67,Oralmaxillofacial (OMFS)[141]
index_specs,40525,,7.53,Oralmaxillofacial (OMFS)[142]
index_specs,40527,,9.09,Oralmaxillofacial (OMFS)[143]
index_specs,40530,,5.4,Oralmaxillofacial (OMFS)[144]
index_specs,40650,,3.69,Oralmaxillofacial (OMFS)[145]
index_specs,40652,,4.32,Oralmaxillofacial (OMFS)[146]
index_specs,40654,,5.34,Oralmaxillofacial (OMFS)[147]
index_specs,40700,,13.82,Oralmaxillofacial (OMFS)[148]
index_specs,40701,,16.8,Oralmaxillofacial (OMFS)[149]
index_specs,40702,,13.91,Oralmaxillofacial (OMFS)[150]
index_specs,40720,,14.35,Oralmaxillofacial (OMFS)[151]
index_specs,40799,,0.0,Oralmaxillofacial (OMFS)[152]
index_specs,40800,,1.2,Oralmaxillofacial (OMFS)[153]
index_specs,40801,,2.56,Oralmaxillofacial (OMFS)[154]
index_specs,40804,,1.27,Oralmaxillofacial (OMFS)[155]
index_specs,40805,,2.72,Oralmaxillofacial (OMFS)[156]
index_specs,40806,,0.3,Oralmaxillofacial (OMFS)[157]
index_specs,40808,,1.02,Oralmaxillofacial (OMFS)[158]
index_specs,40810,,1.33,Oralmaxillofacial (OMFS)[159]
index_specs,40812,,2.31,Oralmaxillofacial (OMFS)[160]
index_specs,10060,,1.19,Plastic Surgery[0]
index_specs,10061,,2.39,Plastic Surgery[1]
index_specs,10140,,1.54,Plastic Surgery[2]
index_specs,11042,,0.98,Plastic Surgery[3]
index_specs,11043,,2.63,Plastic Surgery[4]
index_specs,11044,,4.0,Plastic Surgery[5]
index_specs,11400,,0.88,Plastic Surgery[6]
index_specs,11401,,1.25,Plastic Surgery[7]
index_specs,11402,,1.41,Plastic Surgery[8]
index_specs,11403,,1.79,Plastic Surgery[9]
index_specs,11404,,2.06,Plastic Surgery[10]
index_specs,11406,,3.43,Plastic Surgery[11]
index_specs,11420,,1.0,Plastic Surgery[12]
index_specs,11421,,1.43,Plastic Surgery[13]
index_specs,11422,,1.64,Plastic Surgery[14]
index_specs,11423,,2.01,Plastic Surgery[15]
index_specs,11424,,2.42,Plastic Surgery[16]
index_specs,11426,,3.99,Plastic Surgery[17]
index_specs,11600,,1.59,Plastic Surgery[18]
index_specs,11601,,2.02,Plastic Surgery[19]
index_specs,11602,,2.21,Plastic Surgery[20]
index_specs,11603,,2.75,Plastic Surgery[21]
index_specs,11604,,3.09,Plastic Surgery[22]
index_specs,11606,,4.89,Plastic Surgery[23]
index_specs,12001,,0.82,Plastic Surgery[24]
index_specs,12002,,1.11,Plastic Surgery[25]
index_specs,12004,,1.4,Plastic Surgery[26]
index_specs,12005,,1.92,Plastic Surgery[27]
index_specs,12006,,2.33,Plastic Surgery[28]
index_specs,12007,,2.83,Plastic Surgery[29]
index_specs,12011,,1.04,Plastic Surgery[30]
index_specs,12013,,1.19,Plastic Surgery[31]
index_specs,12014,,1.53,Plastic Surgery[32]
index_specs,12015,,1.93,Plastic Surgery[33]
index_specs,12016,,2.61,Plastic Surgery[34]
index_specs,12017,,3.1,Plastic Surgery[35]
index_specs,12018,,3.52,Plastic Surgery[36]
index_specs,12031,,1.95,Plastic Surgery[37]
index_specs,12032,,2.46,Plastic Surgery[38]
index_specs,12034,,2.9,Plastic Surgery[39]
index_specs,12041,,2.05,Plastic Surgery[40]
index_specs,12042,,2.72,Plastic Surgery[41]
index_specs,12044,,3.11,Plastic Surgery[42]
index_specs,13100,,2.93,Plastic Surgery[43]
index_specs,13101,,3.41,Plastic Surgery[44]
index_specs,13120,,3.15,Plastic Surgery[45]
index_specs,13121,,3.9,Plastic Surgery[46]
index_specs,13131,,3.64,Plastic Surgery[47]
index_specs,13132,,4.66,Plastic Surgery[48]
index_specs,13151,,4.23,Plastic Surgery[49]
index_specs,13152,,5.21,Plastic Surgery[50]
index_specs,14000,,6.21,Plastic Surgery[51]
index_specs,14001,,8.56,Plastic Surgery[52]
index_specs,14020,,7.04,Plastic Surgery[53]
index_specs,14021,,9.48,Plastic Surgery[54]
index_specs,14040,,8.39,Plastic Surgery[55]
index_specs,14041,,10.56,Plastic Surgery[56]
index_specs,14060,,9.0,Plastic Surgery[57]
index_specs,14061,,11.19,Plastic Surgery[58]
index_specs,14301,,12.33,Plastic Surgery[59]
index_specs,14302,,3.64,Plastic Surgery[60]
index_specs,15002,,3.56,Plastic Surgery[61]
index_specs,15003,,0.78,Plastic Surgery[62]
index_specs,15004,,4.47,Plastic Surgery[63]
index_specs,15005,,1.56,Plastic Surgery[64]
index_specs,15100,,9.65,Plastic Surgery[65]
index_specs,15101,,1.68,Plastic Surgery[66]
index_specs,15110,,10.7,Plastic Surgery[67]
index_specs,15111,,1.8,Plastic Surgery[68]
index_specs,15200,,8.92,Plastic Surgery[69]
index_specs,15201,,1.29,Plastic Surgery[70]
index_specs,15220,,7.89,Plastic Surgery[71]
index_specs,15221,,1.16,Plastic Surgery[72]
index_specs,15240,,10.15,Plastic Surgery[73]
index_specs,15241,,1.81,Plastic Surgery[74]
index_specs,15260,,11.35,Plastic Surgery[75]
index_specs,15261,,2.17,Plastic Surgery[76]
index_specs,15600,,1.96,Plastic Surgery[77]
index_specs,15610,,2.46,Plastic Surgery[78]
index_specs,15620,,3.66,Plastic Surgery[79]
index_specs,15733,,15.29,Plastic Surgery[80]
index_specs,15734,,22.43,Plastic Surgery[81]
index_specs,15736,,16.61,Plastic Surgery[82]
index_specs,15738,,18.56,Plastic Surgery[83]
index_specs,15740,,11.51,Plastic Surgery[84]
index_specs,15750,,12.64,Plastic Surgery[85]
index_specs,15756,,36.02,Plastic Surgery[86]
index_specs,15757,,36.22,Plastic Surgery[87]
index_specs,15758,,35.98,Plastic Surgery[88]
index_specs,15769,,6.51,Plastic Surgery[89]
index_specs,15771,,6.56,Plastic Surgery[90]
index_specs,15772,,2.44,Plastic Surgery[91]
index_specs,15820,,6.11,Plastic Surgery[92]
index_specs,15821,,6.67,Plastic Surgery[93]
index_specs,15822,,4.5,Plastic Surgery[94]
index_specs,15823,,6.64,Plastic Surgery[95]
index_specs,15824,,0.0,Plastic Surgery[96]
index_specs,15828,,0.0,Plastic Surgery[97]
index_specs,15830,,16.68,Plastic Surgery[98]
index_specs,15847,,0.0,Plastic Surgery[99]
index_specs,15832,,12.53,Plastic Surgery[100]
index_specs,15833,,11.6,Plastic Surgery[101]
index_specs,15834,,11.87,Plastic Surgery[102]
index_specs,15835,,12.67,Plastic Surgery[103]
index_specs,15836,,10.34,Plastic Surgery[104]
index_specs,15837,,9.31,Plastic Surgery[105]
index_specs,15838,,8.04,Plastic Surgery[106]
index_specs,15839,,10.24,Plastic Surgery[107]
index_specs,15876,,0.0,Plastic Surgery[108]
index_specs,15877,,0.0,Plastic Surgery[109]
index_specs,15878,,0.0,Plastic Surgery[110]
index_specs,15879,,0.0,Plastic Surgery[111]
index_specs,15920,,8.08,Plastic Surgery[112]
index_specs,15922,,10.12,Plastic Surgery[113]
index_specs,15931,,9.82,Plastic Surgery[114]
index_specs,15933,,11.48,Plastic Surgery[115]
index_specs,15936,,12.83,Plastic Surgery[116]
index_specs,15937,,14.76,Plastic Surgery[117]
index_specs,15940,,9.95,Plastic Surgery[118]
index_specs,15941,,12.1,Plastic Surgery[119]
index_specs,19380,,10.89,Plastic Surgery[120]
index_specs,19396,,2.12,Plastic Surgery[121]
index_specs,20527,,0.98,Plastic Surgery[122]
index_specs,20690,,8.56,Plastic Surgery[123]
index_specs,20999,,0.0,Plastic Surgery[124]
index_specs,21248,,12.42,Plastic Surgery[125]
index_specs,30465,,12.05,Plastic Surgery[126]
index_specs,30468,,2.73,Plastic Surgery[127]
index_specs,30580,,6.71,Plastic Surgery[128]
index_specs,30620,,6.01,Plastic Surgery[129]
index_specs,40650,,3.69,Plastic Surgery[130]
index_specs,40652,,4.32,Plastic Surgery[131]
index_specs,40654,,5.34,Plastic Surgery[132]
index_specs,40700,,13.82,Plastic Surgery[133]
index_specs,40701,,16.8,Plastic Surgery[134]
index_specs,40702,,13.91,Plastic Surgery[135]
index_specs,40720,,14.35,Plastic Surgery[136]
index_specs,40818,,2.76,Plastic Surgery[137]
index_specs,40819,,2.45,Plastic Surgery[138]
index_specs,67900,,6.65,Plastic Surgery[139]
index_specs,67904,,7.77,Plastic Surgery[140]
index_specs,67906,,6.76,Plastic Surgery[141]
index_specs,27215,,10.19,General Orthopedic Surgery[0]
index_specs,27724,,18.83,General Orthopedic Surgery[1]
index_specs,20150,,14.38,General Orthopedic Surgery[2]
index_specs,20200,,1.42,General Orthopedic Surgery[3]
index_specs,20205,,2.29,General Orthopedic Surgery[4]
index_specs,20251,,5.58,General Orthopedic Surgery[5]
index_specs,20500,,1.25,General Orthopedic Surgery[6]
index_specs,20501,,0.74,General Orthopedic Surgery[7]
index_specs,20520,,1.85,General Orthopedic Surgery[8]
index_specs,20525,,3.45,General Orthopedic Surgery[9]
index_specs,20526,,0.92,General Orthopedic Surgery[10]
index_specs,20550,,0.73,General Orthopedic Surgery[11]
index_specs,20551,,0.73,General Orthopedic Surgery[12]
index_specs,20552,,0.64,General Orthopedic Surgery[13]
index_specs,20553,,0.73,General Orthopedic Surgery[14]
index_specs,20612,,0.68,General Orthopedic Surgery[15]
index_specs,20615,,2.27,General Orthopedic Surgery[16]
index_specs,20650,,2.22,General Orthopedic Surgery[17]
index_specs,20660,,3.9,General Orthopedic Surgery[18]
index_specs,20661,,5.13,General Orthopedic Surgery[19]
index_specs,20662,,6.22,General Orthopedic Surgery[20]
index_specs,20670,,1.75,General Orthopedic Surgery[21]
index_specs,20696,,17.12,General Orthopedic Surgery[22]
index_specs,20697,,0.0,General Orthopedic Surgery[23]
index_specs,20920,,5.37,General Orthopedic Surgery[24]
index_specs,20933,,11.64,General Orthopedic Surgery[25]
index_specs,22633,,26.13,General Orthopedic Surgery[26]
index_specs,22840,,12.21,General Orthopedic Surgery[27]
index_specs,22841,,0.0,General Orthopedic Surgery[28]
index_specs,22842,,12.25,General Orthopedic Surgery[29]
index_specs,22843,,13.1,General Orthopedic Surgery[30]
index_specs,22844,,16.01,General Orthopedic Surgery[31]
index_specs,22845,,11.64,General Orthopedic Surgery[32]
index_specs,22846,,12.09,General Orthopedic Surgery[33]
index_specs,22847,,13.44,General Orthopedic Surgery[34]
index_specs,22848,,5.84,General Orthopedic Surgery[35]
index_specs,22849,,18.69,General Orthopedic Surgery[36]
index_specs,22850,,9.57,General Orthopedic Surgery[37]
index_specs,22852,,9.14,General Orthopedic Surgery[38]
index_specs,22853,,4.14,General Orthopedic Surgery[39]
index_specs,22854,,5.36,General Orthopedic Surgery[40]
index_specs,22855,,15.46,General Orthopedic Surgery[41]
index_specs,22856,,23.45,General Orthopedic Surgery[42]
index_specs,22857,,26.45,General Orthopedic Surgery[43]
index_specs,22858,,8.19,General Orthopedic Surgery[44]
index_specs,22859,,5.36,General Orthopedic Surgery[45]
index_specs,22861,,32.53,General Orthopedic Surgery[46]
index_specs,22862,,31.81,General Orthopedic Surgery[47]
index_specs,22864,,28.67,General Orthopedic Surgery[48]
index_specs,22865,,30.96,General Orthopedic Surgery[49]
index_specs,22867,,14.63,General Orthopedic Surgery[50]
index_specs,22869,,6.85,General Orthopedic Surgery[51]
index_specs,23473,,24.38,General Orthopedic Surgery[52]
index_specs,23474,,26.53,General Orthopedic Surgery[53]
index_specs,23520,,2.23,General Orthopedic Surgery[54]
index_specs,23525,,3.7,General Orthopedic Surgery[55]
index_specs,23550,,7.4,General Orthopedic Surgery[56]
index_specs,23552,,8.6,General Orthopedic Surgery[57]
index_specs,23575,,4.12,General Orthopedic Surgery[58]
index_specs,23585,,13.87,General Orthopedic Surgery[59]
index_specs,23625,,4.0,General Orthopedic Surgery[60]
index_specs,24560,,2.91,General Orthopedic Surgery[61]
index_specs,24565,,5.64,General Orthopedic Surgery[62]
index_specs,24566,,8.83,General Orthopedic Surgery[63]
index_specs,24576,,2.98,General Orthopedic Surgery[64]
