code,modifier,canonical_key,work_rvu,status_indicator,global_indicator,description,source_file,source_year
0629T,,0629T|,0.00,C,YYY,Perq njx algc ct lmbr 1st,PPRRVU2026_Apr_nonQPP.csv,2026
0630T,,0630T|,0.00,C,ZZZ,Perq njx algc ct lmbr ea,PPRRVU2026_Apr_nonQPP.csv,2026
0632T,,0632T|,0.00,C,YYY,Perq tcat us abltj nrv p-art,PPRRVU2026_Apr_nonQPP.csv,2026
0633T,,0633T|,0.00,C,XXX,Ct breast w/3d uni c-,PPRRVU2026_Apr_nonQPP.csv,2026
0633T,26,0633T|26,0.00,C,XXX,Ct breast w/3d uni c-,PPRRVU2026_Apr_nonQPP.csv,2026
0633T,TC,0633T|TC,0.00,C,XXX,Ct breast w/3d uni c-,PPRRVU2026_Apr_nonQPP.csv,2026
0634T,,0634T|,0.00,C,XXX,Ct breast w/3d uni c+,PPRRVU2026_Apr_nonQPP.csv,2026
0634T,26,0634T|26,0.00,C,XXX,Ct breast w/3d uni c+,PPRRVU2026_Apr_nonQPP.csv,2026
0634T,TC,0634T|TC,0.00,C,XXX,Ct breast w/3d uni c+,PPRRVU2026_Apr_nonQPP.csv,2026
0635T,,0635T|,0.00,C,XXX,Ct breast w/3d uni c-/c+,PPRRVU2026_Apr_nonQPP.csv,2026
0635T,26,0635T|26,0.00,C,XXX,Ct breast w/3d uni c-/c+,PPRRVU2026_Apr_nonQPP.csv,2026
0635T,TC,0635T|TC,0.00,C,XXX,Ct breast w/3d uni c-/c+,PPRRVU2026_Apr_nonQPP.csv,2026
0636T,,0636T|,0.00,C,XXX,Ct breast w/3d bi c-,PPRRVU2026_Apr_nonQPP.csv,2026
0636T,26,0636T|26,0.00,C,XXX,Ct breast w/3d bi c-,PPRRVU2026_Apr_nonQPP.csv,2026
0636T,TC,0636T|TC,0.00,C,XXX,Ct breast w/3d bi c-,PPRRVU2026_Apr_nonQPP.csv,2026
0637T,,0637T|,0.00,C,XXX,Ct breast w/3d bi c+,PPRRVU2026_Apr_nonQPP.csv,2026
0637T,26,0637T|26,0.00,C,XXX,Ct breast w/3d bi c+,PPRRVU2026_Apr_nonQPP.csv,2026
0637T,TC,0637T|TC,0.00,C,XXX,Ct breast w/3d bi c+,PPRRVU2026_Apr_nonQPP.csv,2026
0638T,,0638T|,0.00,C,XXX,Ct breast w/3d bi c-/c+,PPRRVU2026_Apr_nonQPP.csv,2026
0638T,26,0638T|26,0.00,C,XXX,Ct breast w/3d bi c-/c+,PPRRVU2026_Apr_nonQPP.csv,2026
0638T,TC,0638T|TC,0.00,C,XXX,Ct breast w/3d bi c-/c+,PPRRVU2026_Apr_nonQPP.csv,2026
0639T,,0639T|,0.00,C,XXX,Wrls skn snr anisotropy meas,PPRRVU2026_Apr_nonQPP.csv,2026
0640T,,0640T|,0.00,C,XXX,Ncntc ifr spctrsc o/t pad 1,PPRRVU2026_Apr_nonQPP.csv,2026
0640T,26,0640T|26,0.00,C,XXX,Ncntc ifr spctrsc o/t pad 1,PPRRVU2026_Apr_nonQPP.csv,2026
0640T,TC,0640T|TC,0.00,C,XXX,Ncntc ifr spctrsc o/t pad 1,PPRRVU2026_Apr_nonQPP.csv,2026
0643T,,0643T|,0.00,C,YYY,Tcat l ventr rstrj dev implt,PPRRVU2026_Apr_nonQPP.csv,2026
0644T,,0644T|,0.00,C,YYY,Tcat rmvl/dblk icar mas perq,PPRRVU2026_Apr_nonQPP.csv,2026
0645T,,0645T|,0.00,C,YYY,Tcat impltj c sins rdctj dev,PPRRVU2026_Apr_nonQPP.csv,2026
0646T,,0646T|,0.00,C,YYY,Ttvi/rplcmt w/prstc vlv perq,PPRRVU2026_Apr_nonQPP.csv,2026
0647T,,0647T|,0.00,C,YYY,Insj gtube perq mag gastrpxy,PPRRVU2026_Apr_nonQPP.csv,2026
0648T,,0648T|,0.00,C,XXX,Quan mr tis wo mri 1orgn,PPRRVU2026_Apr_nonQPP.csv,2026
0648T,26,0648T|26,0.00,C,XXX,Quan mr tis wo mri 1orgn,PPRRVU2026_Apr_nonQPP.csv,2026
0648T,TC,0648T|TC,0.00,C,XXX,Quan mr tis wo mri 1orgn,PPRRVU2026_Apr_nonQPP.csv,2026
0649T,,0649T|,0.00,C,ZZZ,Quan mr tiss w/mri 1orgn,PPRRVU2026_Apr_nonQPP.csv,2026
0649T,26,0649T|26,0.00,C,ZZZ,Quan mr tiss w/mri 1orgn,PPRRVU2026_Apr_nonQPP.csv,2026
0649T,TC,0649T|TC,0.00,C,ZZZ,Quan mr tiss w/mri 1orgn,PPRRVU2026_Apr_nonQPP.csv,2026
0650T,,0650T|,0.00,C,XXX,Prgrmg dev eval scrms remote,PPRRVU2026_Apr_nonQPP.csv,2026
0650T,26,0650T|26,0.00,C,XXX,Prgrmg dev eval scrms remote,PPRRVU2026_Apr_nonQPP.csv,2026
0650T,TC,0650T|TC,0.00,C,XXX,Prgrmg dev eval scrms remote,PPRRVU2026_Apr_nonQPP.csv,2026
0651T,,0651T|,0.00,C,XXX,Mag ctrld capsule endoscopy,PPRRVU2026_Apr_nonQPP.csv,2026
0652T,,0652T|,0.00,C,YYY,Egd flx transnasal dx br/wa,PPRRVU2026_Apr_nonQPP.csv,2026
0653T,,0653T|,0.00,C,YYY,Egd flx transnasal bx 1/mlt,PPRRVU2026_Apr_nonQPP.csv,2026
0654T,,0654T|,0.00,C,YYY,Egd flx transnasal tube/cath,PPRRVU2026_Apr_nonQPP.csv,2026
0655T,,0655T|,0.00,C,YYY,Tprnl focal abltj mal prst8,PPRRVU2026_Apr_nonQPP.csv,2026
0656T,,0656T|,0.00,C,YYY,Ant lmbr vrt bdy teth <7 seg,PPRRVU2026_Apr_nonQPP.csv,2026
0657T,,0657T|,0.00,C,YYY,Ant lmbr vrt bdy teth 8+ seg,PPRRVU2026_Apr_nonQPP.csv,2026
0658T,,0658T|,0.00,C,XXX,Elec impd spectrsc 1+skn les,PPRRVU2026_Apr_nonQPP.csv,2026
0659T,,0659T|,0.00,C,YYY,Tcat intra-c nfs supersat o2,PPRRVU2026_Apr_nonQPP.csv,2026
0660T,,0660T|,0.00,C,YYY,Implt ant sgm io nbio rx sys,PPRRVU2026_Apr_nonQPP.csv,2026
0661T,,0661T|,0.00,C,YYY,Rmvl&rimpltj ant sgm implt,PPRRVU2026_Apr_nonQPP.csv,2026
0664T,,0664T|,0.00,N,XXX,Don hysterectomy open cdvr,PPRRVU2026_Apr_nonQPP.csv,2026
0665T,,0665T|,0.00,N,XXX,Don hysterectomy open liv,PPRRVU2026_Apr_nonQPP.csv,2026
0666T,,0666T|,0.00,N,XXX,Don hysterectomy laps liv,PPRRVU2026_Apr_nonQPP.csv,2026
0667T,,0667T|,0.00,N,XXX,Don hysterectomy rcp uter,PPRRVU2026_Apr_nonQPP.csv,2026
0668T,,0668T|,0.00,C,YYY,Bkbench prep don uter algrft,PPRRVU2026_Apr_nonQPP.csv,2026
0669T,,0669T|,0.00,C,YYY,Bkbench rcnstj don uter ven,PPRRVU2026_Apr_nonQPP.csv,2026
0670T,,0670T|,0.00,C,YYY,Bkbench rcnstj don uter artl,PPRRVU2026_Apr_nonQPP.csv,2026
0671T,,0671T|,0.00,C,YYY,Insj ant sgm aq drg dev 1+,PPRRVU2026_Apr_nonQPP.csv,2026
0672T,,0672T|,0.00,C,YYY,Ndovag cryg rf remdl tiss,PPRRVU2026_Apr_nonQPP.csv,2026
0673T,,0673T|,0.00,C,YYY,Abltj b9 thyr ndul perq lasr,PPRRVU2026_Apr_nonQPP.csv,2026
0674T,,0674T|,0.00,C,YYY,Laps insj nw/rpcmt prm isdss,PPRRVU2026_Apr_nonQPP.csv,2026
0675T,,0675T|,0.00,C,YYY,Laps insj nw/rpcmt isdss 1ld,PPRRVU2026_Apr_nonQPP.csv,2026
0676T,,0676T|,0.00,C,ZZZ,Laps insj nw/rpcmt isdss ea,PPRRVU2026_Apr_nonQPP.csv,2026
0677T,,0677T|,0.00,C,YYY,Laps repos lead isdss 1st ld,PPRRVU2026_Apr_nonQPP.csv,2026
0678T,,0678T|,0.00,C,ZZZ,Laps repos lead isdss ea add,PPRRVU2026_Apr_nonQPP.csv,2026
0679T,,0679T|,0.00,C,YYY,Laps rmvl lead isdss,PPRRVU2026_Apr_nonQPP.csv,2026
0680T,,0680T|,0.00,C,YYY,Insj/rplcmt pg only isdss,PPRRVU2026_Apr_nonQPP.csv,2026
0681T,,0681T|,0.00,C,YYY,Rlcj pulse gen only isdss,PPRRVU2026_Apr_nonQPP.csv,2026
0682T,,0682T|,0.00,C,YYY,Removal pulse gen only isdss,PPRRVU2026_Apr_nonQPP.csv,2026
0683T,,0683T|,0.00,C,XXX,Prgrmg dev eval isdss ip,PPRRVU2026_Apr_nonQPP.csv,2026
0683T,26,0683T|26,0.00,C,XXX,Prgrmg dev eval isdss ip,PPRRVU2026_Apr_nonQPP.csv,2026
0683T,TC,0683T|TC,0.00,C,XXX,Prgrmg dev eval isdss ip,PPRRVU2026_Apr_nonQPP.csv,2026
0684T,,0684T|,0.00,C,XXX,Peri-px dev eval isdss ip,PPRRVU2026_Apr_nonQPP.csv,2026
0684T,26,0684T|26,0.00,C,XXX,Peri-px dev eval isdss ip,PPRRVU2026_Apr_nonQPP.csv,2026
0684T,TC,0684T|TC,0.00,C,XXX,Peri-px dev eval isdss ip,PPRRVU2026_Apr_nonQPP.csv,2026
0685T,,0685T|,0.00,C,XXX,Interrog dev eval isdss ip,PPRRVU2026_Apr_nonQPP.csv,2026
0685T,26,0685T|26,0.00,C,XXX,Interrog dev eval isdss ip,PPRRVU2026_Apr_nonQPP.csv,2026
0685T,TC,0685T|TC,0.00,C,XXX,Interrog dev eval isdss ip,PPRRVU2026_Apr_nonQPP.csv,2026
0686T,,0686T|,0.00,C,YYY,Histotripsy mal hepatcel tis,PPRRVU2026_Apr_nonQPP.csv,2026
0687T,,0687T|,0.00,C,XXX,Tx amblyopia dev setup 1st,PPRRVU2026_Apr_nonQPP.csv,2026
0688T,,0688T|,0.00,C,XXX,Tx amblyopia assmt w/report,PPRRVU2026_Apr_nonQPP.csv,2026
0689T,,0689T|,0.00,C,XXX,Quan us tis charac w/o dx us,PPRRVU2026_Apr_nonQPP.csv,2026
0689T,26,0689T|26,0.00,C,XXX,Quan us tis charac w/o dx us,PPRRVU2026_Apr_nonQPP.csv,2026
0689T,TC,0689T|TC,0.00,C,XXX,Quan us tis charac w/o dx us,PPRRVU2026_Apr_nonQPP.csv,2026
0690T,,0690T|,0.00,C,ZZZ,Quan us tis charac w/dx us,PPRRVU2026_Apr_nonQPP.csv,2026
0690T,26,0690T|26,0.00,C,ZZZ,Quan us tis charac w/dx us,PPRRVU2026_Apr_nonQPP.csv,2026
0690T,TC,0690T|TC,0.00,C,ZZZ,Quan us tis charac w/dx us,PPRRVU2026_Apr_nonQPP.csv,2026
0691T,,0691T|,0.00,C,XXX,Auto alys xst ct std vrt fx,PPRRVU2026_Apr_nonQPP.csv,2026
0691T,26,0691T|26,0.00,C,XXX,Auto alys xst ct std vrt fx,PPRRVU2026_Apr_nonQPP.csv,2026
0691T,TC,0691T|TC,0.00,C,XXX,Auto alys xst ct std vrt fx,PPRRVU2026_Apr_nonQPP.csv,2026
0692T,,0692T|,0.00,C,YYY,Therapeutic ultrafiltration,PPRRVU2026_Apr_nonQPP.csv,2026
0693T,,0693T|,0.00,C,XXX,Compre ful bdy 3d mtn alys,PPRRVU2026_Apr_nonQPP.csv,2026
0694T,,0694T|,0.00,C,XXX,3d vol img&rcnstj brst/ax,PPRRVU2026_Apr_nonQPP.csv,2026
0694T,26,0694T|26,0.00,C,XXX,3d vol img&rcnstj brst/ax,PPRRVU2026_Apr_nonQPP.csv,2026
0694T,TC,0694T|TC,0.00,C,XXX,3d vol img&rcnstj brst/ax,PPRRVU2026_Apr_nonQPP.csv,2026
0695T,,0695T|,0.00,C,XXX,Bdy srf mpg pm/cvdfb tm impl,PPRRVU2026_Apr_nonQPP.csv,2026
0696T,,0696T|,0.00,C,XXX,Bdy surf mapg pm/cvdfb f/up,PPRRVU2026_Apr_nonQPP.csv,2026
0697T,,0697T|,0.00,C,XXX,Quan mr tis wo mri mlt orgn,PPRRVU2026_Apr_nonQPP.csv,2026
0697T,26,0697T|26,0.00,C,XXX,Quan mr tis wo mri mlt orgn,PPRRVU2026_Apr_nonQPP.csv,2026
0697T,TC,0697T|TC,0.00,C,XXX,Quan mr tis wo mri mlt orgn,PPRRVU2026_Apr_nonQPP.csv,2026
0698T,,0698T|,0.00,C,ZZZ,Quan mr tiss w/mri mlt orgn,PPRRVU2026_Apr_nonQPP.csv,2026
0698T,26,0698T|26,0.00,C,ZZZ,Quan mr tiss w/mri mlt orgn,PPRRVU2026_Apr_nonQPP.csv,2026
0698T,TC,0698T|TC,0.00,C,ZZZ,Quan mr tiss w/mri mlt orgn,PPRRVU2026_Apr_nonQPP.csv,2026
0699T,,0699T|,0.00,C,YYY,Njx pst chmbr eye medication,PPRRVU2026_Apr_nonQPP.csv,2026
0700T,,0700T|,0.00,C,XXX,Molec fluor img sus nev 1st,PPRRVU2026_Apr_nonQPP.csv,2026
0700T,26,0700T|26,0.00,C,XXX,Molec fluor img sus nev 1st,PPRRVU2026_Apr_nonQPP.csv,2026
0700T,TC,0700T|TC,0.00,C,XXX,Molec fluor img sus nev 1st,PPRRVU2026_Apr_nonQPP.csv,2026
0701T,,0701T|,0.00,C,ZZZ,Molec fluor img sus nev ea,PPRRVU2026_Apr_nonQPP.csv,2026
0701T,26,0701T|26,0.00,C,ZZZ,Molec fluor img sus nev ea,PPRRVU2026_Apr_nonQPP.csv,2026
0701T,TC,0701T|TC,0.00,C,ZZZ,Molec fluor img sus nev ea,PPRRVU2026_Apr_nonQPP.csv,2026
0704T,,0704T|,0.00,C,XXX,Rem tx amblyopia setup&edu,PPRRVU2026_Apr_nonQPP.csv,2026
0705T,,0705T|,0.00,C,XXX,Rem tx amblyopia tech sprt,PPRRVU2026_Apr_nonQPP.csv,2026
0706T,,0706T|,0.00,C,XXX,Rem tx amblyopia i&r phy/qhp,PPRRVU2026_Apr_nonQPP.csv,2026
0707T,,0707T|,0.00,C,YYY,Njx b1 sub mtrl sbchdrl dfct,PPRRVU2026_Apr_nonQPP.csv,2026
0708T,,0708T|,0.00,C,XXX,Id ca immntx prep & 1st njx,PPRRVU2026_Apr_nonQPP.csv,2026
0709T,,0709T|,0.00,C,ZZZ,Id ca immntx each addl njx,PPRRVU2026_Apr_nonQPP.csv,2026
0710T,,0710T|,0.00,C,XXX,N-invas artl plaq alys,PPRRVU2026_Apr_nonQPP.csv,2026
0711T,,0711T|,0.00,C,XXX,N-nvs artl plaq alys dat prp,PPRRVU2026_Apr_nonQPP.csv,2026
0712T,,0712T|,0.00,C,XXX,N-nvs artl plaq alys quan,PPRRVU2026_Apr_nonQPP.csv,2026
0713T,,0713T|,0.00,C,XXX,N-nvs artl plaq alys rvw i&r,PPRRVU2026_Apr_nonQPP.csv,2026
0714T,,0714T|,0.00,C,YYY,Tpla b9 prst8 hyprplsa<50ml,PPRRVU2026_Apr_nonQPP.csv,2026
0716T,,0716T|,0.00,C,XXX,Car acous wavfrm rec cad rsk,PPRRVU2026_Apr_nonQPP.csv,2026
0717T,,0717T|,0.00,C,YYY,Adrc ther prtl rc tear,PPRRVU2026_Apr_nonQPP.csv,2026
0718T,,0718T|,0.00,C,YYY,Adrc ther prtl rc tear njx,PPRRVU2026_Apr_nonQPP.csv,2026
0719T,,0719T|,0.00,C,YYY,Pst vrt jt rplcmt lmbr 1 sgm,PPRRVU2026_Apr_nonQPP.csv,2026
0721T,,0721T|,0.00,C,XXX,Quan ct tiss charac w/o ct,PPRRVU2026_Apr_nonQPP.csv,2026
0721T,26,0721T|26,0.00,C,XXX,Quan ct tiss charac w/o ct,PPRRVU2026_Apr_nonQPP.csv,2026
0721T,TC,0721T|TC,0.00,C,XXX,Quan ct tiss charac w/o ct,PPRRVU2026_Apr_nonQPP.csv,2026
0722T,,0722T|,0.00,C,ZZZ,Quan ct tiss charac w/ct,PPRRVU2026_Apr_nonQPP.csv,2026
0722T,26,0722T|26,0.00,C,ZZZ,Quan ct tiss charac w/ct,PPRRVU2026_Apr_nonQPP.csv,2026
0722T,TC,0722T|TC,0.00,C,ZZZ,Quan ct tiss charac w/ct,PPRRVU2026_Apr_nonQPP.csv,2026
0723T,,0723T|,0.00,C,XXX,Qmrcp w/o dx mri sm anat ses,PPRRVU2026_Apr_nonQPP.csv,2026
0723T,26,0723T|26,0.00,C,XXX,Qmrcp w/o dx mri sm anat ses,PPRRVU2026_Apr_nonQPP.csv,2026
0723T,TC,0723T|TC,0.00,C,XXX,Qmrcp w/o dx mri sm anat ses,PPRRVU2026_Apr_nonQPP.csv,2026
0724T,,0724T|,0.00,C,ZZZ,Qmrcp w/dx mri same anatomy,PPRRVU2026_Apr_nonQPP.csv,2026
0724T,26,0724T|26,0.00,C,ZZZ,Qmrcp w/dx mri same anatomy,PPRRVU2026_Apr_nonQPP.csv,2026
0724T,TC,0724T|TC,0.00,C,ZZZ,Qmrcp w/dx mri same anatomy,PPRRVU2026_Apr_nonQPP.csv,2026
0725T,,0725T|,0.00,C,YYY,Vestibular dev impltj uni,PPRRVU2026_Apr_nonQPP.csv,2026
0726T,,0726T|,0.00,C,YYY,Rmvl implt vstibular dev uni,PPRRVU2026_Apr_nonQPP.csv,2026
0727T,,0727T|,0.00,C,YYY,Rmvl&rplcmt implt vstblr dev,PPRRVU2026_Apr_nonQPP.csv,2026
0728T,,0728T|,0.00,C,XXX,Dx alys vstblr implt uni 1st,PPRRVU2026_Apr_nonQPP.csv,2026
0729T,,0729T|,0.00,C,XXX,Dx alys vstblr implt uni sbq,PPRRVU2026_Apr_nonQPP.csv,2026
0730T,,0730T|,0.00,C,YYY,Trabeculotomy lsr w/oct gdn,PPRRVU2026_Apr_nonQPP.csv,2026
0731T,,0731T|,0.00,C,XXX,Augmnt ai-based fcl phnt a/r,PPRRVU2026_Apr_nonQPP.csv,2026
0732T,,0732T|,0.00,C,XXX,Immntx admn electroporatn im,PPRRVU2026_Apr_nonQPP.csv,2026
0733T,,0733T|,0.00,C,XXX,Rem r-t mtn nrehab ther sply,PPRRVU2026_Apr_nonQPP.csv,2026
0734T,,0734T|,0.00,C,XXX,Rem r-t mtn nrehab tx mgmt,PPRRVU2026_Apr_nonQPP.csv,2026
0735T,,0735T|,0.00,C,ZZZ,Prep tum cav iort prim crnot,PPRRVU2026_Apr_nonQPP.csv,2026
0736T,,0736T|,0.00,C,XXX,Colonic lavage 35+l water,PPRRVU2026_Apr_nonQPP.csv,2026
0737T,,0737T|,0.00,C,YYY,Xenograft impltj artclr surf,PPRRVU2026_Apr_nonQPP.csv,2026
0738T,,0738T|,0.00,C,XXX,Tx pln mag fld abltj prst8,PPRRVU2026_Apr_nonQPP.csv,2026
0739T,,0739T|,0.00,C,YYY,Abltj mal prst8 mag fld ndct,PPRRVU2026_Apr_nonQPP.csv,2026
0740T,,0740T|,0.00,C,XXX,Rem auton alg nsln cal setup,PPRRVU2026_Apr_nonQPP.csv,2026
0741T,,0741T|,0.00,C,XXX,Rem auton alg nsln data coll,PPRRVU2026_Apr_nonQPP.csv,2026
0742T,,0742T|,0.00,C,ZZZ,Aqmbf spect xers/strs & rest,PPRRVU2026_Apr_nonQPP.csv,2026
0742T,26,0742T|26,0.00,C,ZZZ,Aqmbf spect xers/strs & rest,PPRRVU2026_Apr_nonQPP.csv,2026
0742T,TC,0742T|TC,0.00,C,ZZZ,Aqmbf spect xers/strs & rest,PPRRVU2026_Apr_nonQPP.csv,2026
0743T,,0743T|,0.00,C,XXX,B1 str & fx rsk vrt fx assmt,PPRRVU2026_Apr_nonQPP.csv,2026
0743T,26,0743T|26,0.00,C,XXX,B1 str & fx rsk vrt fx assmt,PPRRVU2026_Apr_nonQPP.csv,2026
0743T,TC,0743T|TC,0.00,C,XXX,B1 str & fx rsk vrt fx assmt,PPRRVU2026_Apr_nonQPP.csv,2026
0744T,,0744T|,0.00,C,YYY,Insj bioprostc vlv fem vn,PPRRVU2026_Apr_nonQPP.csv,2026
0745T,,0745T|,0.00,C,YYY,Car ablt rad arr n-invas loc,PPRRVU2026_Apr_nonQPP.csv,2026
0746T,,0746T|,0.00,C,XXX,Car ablt rad arr cnv loc map,PPRRVU2026_Apr_nonQPP.csv,2026
0747T,,0747T|,0.00,C,XXX,Car ablt rad arrhyt dlvr rad,PPRRVU2026_Apr_nonQPP.csv,2026
0748T,,0748T|,0.00,C,YYY,Njx stm cl prdct anl sft tis,PPRRVU2026_Apr_nonQPP.csv,2026
0749T,,0749T|,0.00,N,XXX,B1 str&fx rsk assmt dxr-bmd,PPRRVU2026_Apr_nonQPP.csv,2026
0750T,,0750T|,0.00,N,XXX,B1 str&fx rsk asmt dxrbmd1vw,PPRRVU2026_Apr_nonQPP.csv,2026
0751T,,0751T|,0.00,C,ZZZ,Dgtz gls mcrscp sld level ii,PPRRVU2026_Apr_nonQPP.csv,2026
0752T,,0752T|,0.00,C,ZZZ,Dgtz gls mcrscp sld lvl iii,PPRRVU2026_Apr_nonQPP.csv,2026
0753T,,0753T|,0.00,C,ZZZ,Dgtz gls mcrscp sld level iv,PPRRVU2026_Apr_nonQPP.csv,2026
0754T,,0754T|,0.00,C,ZZZ,Dgtz gls mcrscp sld level v,PPRRVU2026_Apr_nonQPP.csv,2026
0755T,,0755T|,0.00,C,ZZZ,Dgtz gls mcrscp sld level vi,PPRRVU2026_Apr_nonQPP.csv,2026
0756T,,0756T|,0.00,C,ZZZ,Dgtz gls mcrscp sld spc grpi,PPRRVU2026_Apr_nonQPP.csv,2026
0757T,,0757T|,0.00,C,ZZZ,Dgtz gls mcrscp sl spc grpii,PPRRVU2026_Apr_nonQPP.csv,2026
0758T,,0758T|,0.00,C,ZZZ,Dgtz gls mcrscp sl spc hchem,PPRRVU2026_Apr_nonQPP.csv,2026
0759T,,0759T|,0.00,C,ZZZ,Dgtz gls mcrscp sl sp grpiii,PPRRVU2026_Apr_nonQPP.csv,2026
0760T,,0760T|,0.00,C,ZZZ,Dgtz gls mcrscp sl imm 1st,PPRRVU2026_Apr_nonQPP.csv,2026
0761T,,0761T|,0.00,C,ZZZ,Dgtz gls mcrscp sl imm ea 1,PPRRVU2026_Apr_nonQPP.csv,2026
0762T,,0762T|,0.00,C,ZZZ,Dgtz gls mcrscp sl imm ea m,PPRRVU2026_Apr_nonQPP.csv,2026
0763T,,0763T|,0.00,C,ZZZ,Dgtz gls mcrscp mphmtrc alys,PPRRVU2026_Apr_nonQPP.csv,2026
0764T,,0764T|,0.00,C,ZZZ,Asstv alg ecg rsk asmt cncrt,PPRRVU2026_Apr_nonQPP.csv,2026
0765T,,0765T|,0.00,C,XXX,Asstv alg ecg rsk asmt prev,PPRRVU2026_Apr_nonQPP.csv,2026
0766T,,0766T|,0.00,C,XXX,Tc mag stimj pn 1st nerve,PPRRVU2026_Apr_nonQPP.csv,2026
0767T,,0767T|,0.00,C,ZZZ,Tc mag stimj pn ea addl nrv,PPRRVU2026_Apr_nonQPP.csv,2026
0770T,,0770T|,0.00,C,ZZZ,Vr technology assist therapy,PPRRVU2026_Apr_nonQPP.csv,2026
0771T,,0771T|,0.00,C,XXX,Vr px dissoc svc sm phy 1st,PPRRVU2026_Apr_nonQPP.csv,2026
0772T,,0772T|,0.00,C,ZZZ,Vr px dissoc svc sm phy ea,PPRRVU2026_Apr_nonQPP.csv,2026
0773T,,0773T|,0.00,C,XXX,Vr px dissoc svc oth phy 1st,PPRRVU2026_Apr_nonQPP.csv,2026
0774T,,0774T|,0.00,C,ZZZ,Vr px dissoc svc oth phy ea,PPRRVU2026_Apr_nonQPP.csv,2026
0776T,,0776T|,0.00,C,XXX,Ther indctj ntrabrn hypthrm,PPRRVU2026_Apr_nonQPP.csv,2026
0777T,,0777T|,0.00,C,ZZZ,R-t prs sensing edrl gdn sys,PPRRVU2026_Apr_nonQPP.csv,2026
0777T,26,0777T|26,0.00,C,ZZZ,R-t prs sensing edrl gdn sys,PPRRVU2026_Apr_nonQPP.csv,2026
0777T,TC,0777T|TC,0.00,C,ZZZ,R-t prs sensing edrl gdn sys,PPRRVU2026_Apr_nonQPP.csv,2026
0778T,,0778T|,0.00,C,XXX,Smmg cncrnt appl imu snr,PPRRVU2026_Apr_nonQPP.csv,2026
0779T,,0779T|,0.00,C,XXX,Gi myoelectrical actv study,PPRRVU2026_Apr_nonQPP.csv,2026
0779T,26,0779T|26,0.00,C,XXX,Gi myoelectrical actv study,PPRRVU2026_Apr_nonQPP.csv,2026
0779T,TC,0779T|TC,0.00,C,XXX,Gi myoelectrical actv study,PPRRVU2026_Apr_nonQPP.csv,2026
0780T,,0780T|,0.00,C,000,Instlj fecal microbiota ssp,PPRRVU2026_Apr_nonQPP.csv,2026
0781T,,0781T|,0.00,C,YYY,Brnchsc rf dstrj pulm nrv bi,PPRRVU2026_Apr_nonQPP.csv,2026
0782T,,0782T|,0.00,C,YYY,Brnchsc rf dstrj plm nrv uni,PPRRVU2026_Apr_nonQPP.csv,2026
0783T,,0783T|,0.00,C,XXX,Tc auriculr neurostimulation,PPRRVU2026_Apr_nonQPP.csv,2026
0784T,,0784T|,0.00,C,YYY,Ins/rplmt eltrd ra spi nstim,PPRRVU2026_Apr_nonQPP.csv,2026
0785T,,0785T|,0.00,C,YYY,Revj/rmvl nea spi w/nstim,PPRRVU2026_Apr_nonQPP.csv,2026
0786T,,0786T|,0.00,C,YYY,Insj/rplcmt prq ra sac nstim,PPRRVU2026_Apr_nonQPP.csv,2026
0787T,,0787T|,0.00,C,YYY,Revj/rmvl nea sac w/nstim,PPRRVU2026_Apr_nonQPP.csv,2026
0788T,,0788T|,0.00,C,XXX,Elec aly smp iins sp/sac nrv,PPRRVU2026_Apr_nonQPP.csv,2026
0789T,,0789T|,0.00,C,XXX,Elec aly cpx iins sp/sac nrv,PPRRVU2026_Apr_nonQPP.csv,2026
0790T,,0790T|,0.00,C,YYY,Revj rplcmt/rmvl vrt tethrg,PPRRVU2026_Apr_nonQPP.csv,2026
0791T,,0791T|,0.00,C,ZZZ,Motr cog vr gait train ea 15,PPRRVU2026_Apr_nonQPP.csv,2026
0792T,,0792T|,0.00,N,XXX,Appl slvr diamn fluoride 38%,PPRRVU2026_Apr_nonQPP.csv,2026
0793T,,0793T|,0.00,C,YYY,Prq tcat thrm ablt nrv p-art,PPRRVU2026_Apr_nonQPP.csv,2026
0794T,,0794T|,0.00,C,XXX,Pt spec alg rx-onc tx option,PPRRVU2026_Apr_nonQPP.csv,2026
0795T,,0795T|,0.00,C,YYY,Tcat ins 2chmbr ldls pm cmpl,PPRRVU2026_Apr_nonQPP.csv,2026
0796T,,0796T|,0.00,C,YYY,Tcat ins 2chmbr ldls pm ra,PPRRVU2026_Apr_nonQPP.csv,2026
0797T,,0797T|,0.00,C,YYY,Tcat ins 2chmbr ldls pm rv,PPRRVU2026_Apr_nonQPP.csv,2026
0798T,,0798T|,0.00,C,YYY,Tcat rmv 2chmbr ldls pm cmpl,PPRRVU2026_Apr_nonQPP.csv,2026
0799T,,0799T|,0.00,C,YYY,Tcat rmvl 2chmbr ldls pm ra,PPRRVU2026_Apr_nonQPP.csv,2026
0800T,,0800T|,0.00,C,YYY,Tcat rmvl 2chmbr ldls pm rv,PPRRVU2026_Apr_nonQPP.csv,2026
0801T,,0801T|,0.00,C,YYY,Tcat rmv&rpl 2chmbr ldls pm,PPRRVU2026_Apr_nonQPP.csv,2026
0802T,,0802T|,0.00,C,YYY,Tcat rmv&rpl2chmb ldls pm ra,PPRRVU2026_Apr_nonQPP.csv,2026
