code,modifier,canonical_key,work_rvu,status_indicator,global_indicator,description,source_file,source_year
01670,,01670|,0.00,J,XXX,Anes all px vn shoulder&ax,PPRRVU2026_Apr_nonQPP.csv,2026
01680,,01680|,0.00,J,XXX,Anes sho cast appl rmvl/rpr,PPRRVU2026_Apr_nonQPP.csv,2026
01710,,01710|,0.00,J,XXX,Anes px nrv musc upr a&e nos,PPRRVU2026_Apr_nonQPP.csv,2026
01712,,01712|,0.00,J,XXX,Anes px nrv msc upr a&e tnot,PPRRVU2026_Apr_nonQPP.csv,2026
01714,,01714|,0.00,J,XXX,Anes nrv msc upr a&e tnplsty,PPRRVU2026_Apr_nonQPP.csv,2026
01716,,01716|,0.00,J,XXX,Anes nrv msc upr a&e tndsis,PPRRVU2026_Apr_nonQPP.csv,2026
01730,,01730|,0.00,J,XXX,Anes clsd px humerus&elbow,PPRRVU2026_Apr_nonQPP.csv,2026
01732,,01732|,0.00,J,XXX,Anes dx arthrs px elbow jt,PPRRVU2026_Apr_nonQPP.csv,2026
01740,,01740|,0.00,J,XXX,Anes opn/arthrs px elbw nos,PPRRVU2026_Apr_nonQPP.csv,2026
01742,,01742|,0.00,J,XXX,Anes opn/arthrs elbw osteot,PPRRVU2026_Apr_nonQPP.csv,2026
01744,,01744|,0.00,J,XXX,Anes opn/arthrs elbw rpr hum,PPRRVU2026_Apr_nonQPP.csv,2026
0174T,,0174T|,0.00,C,XXX,Cad cxr with interp,PPRRVU2026_Apr_nonQPP.csv,2026
01756,,01756|,0.00,J,XXX,Anes opn/arthrs elbw rad px,PPRRVU2026_Apr_nonQPP.csv,2026
01758,,01758|,0.00,J,XXX,Anes opn/arthrs elbw exc cst,PPRRVU2026_Apr_nonQPP.csv,2026
0175T,,0175T|,0.00,C,XXX,Cad cxr remote,PPRRVU2026_Apr_nonQPP.csv,2026
01760,,01760|,0.00,J,XXX,Anes opn/arthr elb tot rplct,PPRRVU2026_Apr_nonQPP.csv,2026
01770,,01770|,0.00,J,XXX,Anes px art upr arm&elbw nos,PPRRVU2026_Apr_nonQPP.csv,2026
01772,,01772|,0.00,J,XXX,Anes art upr arm&elbw emblc,PPRRVU2026_Apr_nonQPP.csv,2026
01780,,01780|,0.00,J,XXX,Anes px vn upr arm&elbw nos,PPRRVU2026_Apr_nonQPP.csv,2026
01782,,01782|,0.00,J,XXX,Anes vn upr arm&elbw phlbrpy,PPRRVU2026_Apr_nonQPP.csv,2026
01810,,01810|,0.00,J,XXX,Anes px nrv musc f/arm wrst,PPRRVU2026_Apr_nonQPP.csv,2026
01820,,01820|,0.00,J,XXX,Anes clsd px rds u/w/h bones,PPRRVU2026_Apr_nonQPP.csv,2026
01829,,01829|,0.00,J,XXX,Anes dx arthroscopic px wrst,PPRRVU2026_Apr_nonQPP.csv,2026
01830,,01830|,0.00,J,XXX,Anes arthr/ndsc wrst/hnd nos,PPRRVU2026_Apr_nonQPP.csv,2026
01832,,01832|,0.00,J,XXX,Anes arthr/ndsc tot wrst rpl,PPRRVU2026_Apr_nonQPP.csv,2026
01840,,01840|,0.00,J,XXX,Anes art f/arm wrst&hnd nos,PPRRVU2026_Apr_nonQPP.csv,2026
01842,,01842|,0.00,J,XXX,Anes art farm wrst&hnd emblc,PPRRVU2026_Apr_nonQPP.csv,2026
01844,,01844|,0.00,J,XXX,Anes vasc shunt/shunt revj,PPRRVU2026_Apr_nonQPP.csv,2026
0184T,,0184T|,0.00,C,XXX,Exc rectal tumor endoscopic,PPRRVU2026_Apr_nonQPP.csv,2026
01850,,01850|,0.00,J,XXX,Anes vein f/arm wrst&hnd nos,PPRRVU2026_Apr_nonQPP.csv,2026
01852,,01852|,0.00,J,XXX,Anes px vn f/arm phlbrrhaphy,PPRRVU2026_Apr_nonQPP.csv,2026
01860,,01860|,0.00,J,XXX,Anes forearm wrist/hand cast,PPRRVU2026_Apr_nonQPP.csv,2026
01916,,01916|,0.00,J,XXX,Anes dx arteriography/vngrph,PPRRVU2026_Apr_nonQPP.csv,2026
01920,,01920|,0.00,J,XXX,Anes cardiac catheterization,PPRRVU2026_Apr_nonQPP.csv,2026
01922,,01922|,0.00,J,XXX,Anes n-invas img/radj ther,PPRRVU2026_Apr_nonQPP.csv,2026
01924,,01924|,0.00,J,XXX,Anes ther ivntl rad artl nos,PPRRVU2026_Apr_nonQPP.csv,2026
01925,,01925|,0.00,J,XXX,Anes ivntl rad artl crtd/c,PPRRVU2026_Apr_nonQPP.csv,2026
01926,,01926|,0.00,J,XXX,Anes ivntl rad icr icar/aort,PPRRVU2026_Apr_nonQPP.csv,2026
01930,,01930|,0.00,J,XXX,Anes ther ivntl rad ven nos,PPRRVU2026_Apr_nonQPP.csv,2026
01931,,01931|,0.00,J,XXX,Anes ivnt rad ntrhpt/prt crc,PPRRVU2026_Apr_nonQPP.csv,2026
01932,,01932|,0.00,J,XXX,Anes th ivnt rad ntrthrc/jug,PPRRVU2026_Apr_nonQPP.csv,2026
01933,,01933|,0.00,J,XXX,Anes ther ivntl rad px icr,PPRRVU2026_Apr_nonQPP.csv,2026
01937,,01937|,0.00,J,XXX,Anes drg/aspir crv/thrc,PPRRVU2026_Apr_nonQPP.csv,2026
01938,,01938|,0.00,J,XXX,Anes drg/aspir lmbr/sac,PPRRVU2026_Apr_nonQPP.csv,2026
01939,,01939|,0.00,J,XXX,Anes nulyt agt crv/thrc,PPRRVU2026_Apr_nonQPP.csv,2026
01940,,01940|,0.00,J,XXX,Anes nulyt agt lmbr/sac,PPRRVU2026_Apr_nonQPP.csv,2026
01941,,01941|,0.00,J,XXX,Anes neuromd/ntrvrt crv/thrc,PPRRVU2026_Apr_nonQPP.csv,2026
01942,,01942|,0.00,J,XXX,Anes neuromd/ntrvrt lmbr/sac,PPRRVU2026_Apr_nonQPP.csv,2026
01951,,01951|,0.00,J,XXX,Anes 2&3 burn less 4 % tbsa,PPRRVU2026_Apr_nonQPP.csv,2026
01952,,01952|,0.00,J,XXX,Anes 2&3 burn 4-9% tbsa,PPRRVU2026_Apr_nonQPP.csv,2026
01953,,01953|,0.00,J,XXX,Anes 2&3 burn ea add 9% tbsa,PPRRVU2026_Apr_nonQPP.csv,2026
01958,,01958|,0.00,J,XXX,Anes xtrnl cephalic version,PPRRVU2026_Apr_nonQPP.csv,2026
01960,,01960|,0.00,J,XXX,Anes vaginal delivery only,PPRRVU2026_Apr_nonQPP.csv,2026
01961,,01961|,0.00,J,XXX,Anes cesarean delivery only,PPRRVU2026_Apr_nonQPP.csv,2026
01962,,01962|,0.00,J,XXX,Anes urgent hysterectomy,PPRRVU2026_Apr_nonQPP.csv,2026
01963,,01963|,0.00,J,XXX,Anes cesarean hysterectomy,PPRRVU2026_Apr_nonQPP.csv,2026
01965,,01965|,0.00,J,XXX,Anes incompl/missed ab px,PPRRVU2026_Apr_nonQPP.csv,2026
01966,,01966|,0.00,J,XXX,Anes induced abortion px,PPRRVU2026_Apr_nonQPP.csv,2026
01967,,01967|,0.00,J,XXX,Neuraxl lbr anes vag dlvr,PPRRVU2026_Apr_nonQPP.csv,2026
01968,,01968|,0.00,J,XXX,Anes/analg cs dlvr neuraxial,PPRRVU2026_Apr_nonQPP.csv,2026
01969,,01969|,0.00,J,XXX,Anes c hyst flwg neuraxial,PPRRVU2026_Apr_nonQPP.csv,2026
0198T,,0198T|,0.00,C,XXX,Ocular blood flow measure,PPRRVU2026_Apr_nonQPP.csv,2026
01990,,01990|,0.00,J,XXX,Physiol support hrvg organs,PPRRVU2026_Apr_nonQPP.csv,2026
01991,,01991|,0.00,J,XXX,Anes dx/ther nrv blk&inj oth,PPRRVU2026_Apr_nonQPP.csv,2026
01992,,01992|,0.00,J,XXX,Anes dx/ther nrv blk&inj prn,PPRRVU2026_Apr_nonQPP.csv,2026
01996,,01996|,0.00,J,XXX,Dly hosp mgmt edrl rx admin,PPRRVU2026_Apr_nonQPP.csv,2026
01999,,01999|,0.00,J,XXX,Unlisted anes procedure,PPRRVU2026_Apr_nonQPP.csv,2026
0200T,,0200T|,0.00,C,XXX,Perq sacral augmt unilat inj,PPRRVU2026_Apr_nonQPP.csv,2026
0201T,,0201T|,0.00,C,XXX,Perq sacral augmt bilat inj,PPRRVU2026_Apr_nonQPP.csv,2026
0202T,,0202T|,0.00,C,XXX,Post vert arthrplst 1 lumbar,PPRRVU2026_Apr_nonQPP.csv,2026
0207T,,0207T|,0.00,C,XXX,Clear eyelid gland w/heat,PPRRVU2026_Apr_nonQPP.csv,2026
0208T,,0208T|,0.00,C,XXX,Audiometry air only,PPRRVU2026_Apr_nonQPP.csv,2026
0209T,,0209T|,0.00,C,XXX,Audiometry air & bone,PPRRVU2026_Apr_nonQPP.csv,2026
0210T,,0210T|,0.00,C,XXX,Speech audiometry threshold,PPRRVU2026_Apr_nonQPP.csv,2026
0211T,,0211T|,0.00,C,XXX,Speech audiom thresh & recog,PPRRVU2026_Apr_nonQPP.csv,2026
0212T,,0212T|,0.00,C,XXX,Compre audiometry evaluation,PPRRVU2026_Apr_nonQPP.csv,2026
0213T,,0213T|,0.00,C,XXX,Njx paravert w/us cer/thor,PPRRVU2026_Apr_nonQPP.csv,2026
0214T,,0214T|,0.00,C,ZZZ,Njx paravert w/us cer/thor,PPRRVU2026_Apr_nonQPP.csv,2026
0215T,,0215T|,0.00,C,ZZZ,Njx paravert w/us cer/thor,PPRRVU2026_Apr_nonQPP.csv,2026
0216T,,0216T|,0.00,C,XXX,Njx paravert w/us lumb/sac,PPRRVU2026_Apr_nonQPP.csv,2026
0217T,,0217T|,0.00,C,ZZZ,Njx paravert w/us lumb/sac,PPRRVU2026_Apr_nonQPP.csv,2026
0218T,,0218T|,0.00,C,ZZZ,Njx paravert w/us lumb/sac,PPRRVU2026_Apr_nonQPP.csv,2026
0219T,,0219T|,0.00,C,XXX,Plmt post facet implt cerv,PPRRVU2026_Apr_nonQPP.csv,2026
0220T,,0220T|,0.00,C,XXX,Plmt post facet implt thor,PPRRVU2026_Apr_nonQPP.csv,2026
0221T,,0221T|,0.00,C,XXX,Plmt post facet implt lumb,PPRRVU2026_Apr_nonQPP.csv,2026
0222T,,0222T|,0.00,C,ZZZ,Plmt post facet implt addl,PPRRVU2026_Apr_nonQPP.csv,2026
0232T,,0232T|,0.00,C,XXX,Njx platelet plasma,PPRRVU2026_Apr_nonQPP.csv,2026
0234T,,0234T|,0.00,C,YYY,Trluml perip athrc renal art,PPRRVU2026_Apr_nonQPP.csv,2026
0235T,,0235T|,0.00,C,YYY,Trluml perip athrc visceral,PPRRVU2026_Apr_nonQPP.csv,2026
0236T,,0236T|,0.00,C,YYY,Trluml perip athrc abd aorta,PPRRVU2026_Apr_nonQPP.csv,2026
0237T,,0237T|,0.00,C,YYY,Trluml perip athrc brchiocph,PPRRVU2026_Apr_nonQPP.csv,2026
0238T,,0238T|,0.00,C,YYY,Trluml perip athrc iliac art,PPRRVU2026_Apr_nonQPP.csv,2026
0253T,,0253T|,0.00,C,YYY,Insert aqueous drain device,PPRRVU2026_Apr_nonQPP.csv,2026
0263T,,0263T|,0.00,C,XXX,Im b1 mrw cel ther cmpl,PPRRVU2026_Apr_nonQPP.csv,2026
0264T,,0264T|,0.00,C,XXX,Im b1 mrw cel ther xcl hrvst,PPRRVU2026_Apr_nonQPP.csv,2026
0265T,,0265T|,0.00,C,XXX,Im b1 mrw cel ther hrvst onl,PPRRVU2026_Apr_nonQPP.csv,2026
0274T,,0274T|,0.00,C,YYY,Prq lamot/lam dcmpr crv/thrc,PPRRVU2026_Apr_nonQPP.csv,2026
0278T,,0278T|,0.00,C,XXX,Tempr,PPRRVU2026_Apr_nonQPP.csv,2026
0308T,,0308T|,0.00,C,YYY,Insj ocular telescope prosth,PPRRVU2026_Apr_nonQPP.csv,2026
0329T,,0329T|,0.00,C,YYY,Mntr io press 24hrs/> uni/bi,PPRRVU2026_Apr_nonQPP.csv,2026
0330T,,0330T|,0.00,C,YYY,Tear film img uni/bi w/i&r,PPRRVU2026_Apr_nonQPP.csv,2026
0331T,,0331T|,0.00,C,YYY,Heart symp image plnr,PPRRVU2026_Apr_nonQPP.csv,2026
0332T,,0332T|,0.00,C,YYY,Heart symp image plnr spect,PPRRVU2026_Apr_nonQPP.csv,2026
0333T,,0333T|,0.00,C,YYY,Visual ep scr acuity auto,PPRRVU2026_Apr_nonQPP.csv,2026
0335T,,0335T|,0.00,C,YYY,Insj sinus tarsi implant,PPRRVU2026_Apr_nonQPP.csv,2026
0338T,,0338T|,0.00,C,YYY,Trnscth renal symp denrv unl,PPRRVU2026_Apr_nonQPP.csv,2026
0339T,,0339T|,0.00,C,YYY,Trnscth renal symp denrv bil,PPRRVU2026_Apr_nonQPP.csv,2026
0342T,,0342T|,0.00,C,YYY,Thxp apheresis w/hdl delip,PPRRVU2026_Apr_nonQPP.csv,2026
0345T,,0345T|,0.00,C,YYY,Transcath mtral vlve repair,PPRRVU2026_Apr_nonQPP.csv,2026
0347T,,0347T|,0.00,C,YYY,Ins bone device for rsa,PPRRVU2026_Apr_nonQPP.csv,2026
0348T,,0348T|,0.00,C,YYY,Rsa spine exam,PPRRVU2026_Apr_nonQPP.csv,2026
0349T,,0349T|,0.00,C,YYY,Rsa upper extr exam,PPRRVU2026_Apr_nonQPP.csv,2026
0350T,,0350T|,0.00,C,YYY,Rsa lower extr exam,PPRRVU2026_Apr_nonQPP.csv,2026
0351T,,0351T|,0.00,C,YYY,Intraop oct brst/node spec,PPRRVU2026_Apr_nonQPP.csv,2026
0352T,,0352T|,0.00,C,YYY,Oct brst/node i&r per spec,PPRRVU2026_Apr_nonQPP.csv,2026
0353T,,0353T|,0.00,C,YYY,Intraop oct breast cavity,PPRRVU2026_Apr_nonQPP.csv,2026
0354T,,0354T|,0.00,C,YYY,Oct breast surg cavity i&r,PPRRVU2026_Apr_nonQPP.csv,2026
0358T,,0358T|,0.00,C,YYY,Bia whole body,PPRRVU2026_Apr_nonQPP.csv,2026
0362T,,0362T|,0.00,C,YYY,Bhv id suprt assmt ea 15 min,PPRRVU2026_Apr_nonQPP.csv,2026
0373T,,0373T|,0.00,C,YYY,Adapt bhv tx ea 15 min,PPRRVU2026_Apr_nonQPP.csv,2026
0378T,,0378T|,0.00,C,XXX,Visual field assmnt rev/rprt,PPRRVU2026_Apr_nonQPP.csv,2026
0379T,,0379T|,0.00,C,XXX,Vis field assmnt tech suppt,PPRRVU2026_Apr_nonQPP.csv,2026
0395T,,0395T|,0.00,C,XXX,Hdr elctr ntrst/ntrcv brchtx,PPRRVU2026_Apr_nonQPP.csv,2026
0397T,,0397T|,0.00,C,XXX,Ercp w/optical endomicroscpy,PPRRVU2026_Apr_nonQPP.csv,2026
0402T,,0402T|,0.00,C,XXX,Colgn crs-link crn&pachymtry,PPRRVU2026_Apr_nonQPP.csv,2026
0403T,,0403T|,0.00,C,XXX,Diabetes prev standard curr,PPRRVU2026_Apr_nonQPP.csv,2026
0408T,,0408T|,0.00,C,XXX,Insj/rplc cardiac modulj sys,PPRRVU2026_Apr_nonQPP.csv,2026
0409T,,0409T|,0.00,C,XXX,Insj/rplc car modulj pls gn,PPRRVU2026_Apr_nonQPP.csv,2026
0410T,,0410T|,0.00,C,XXX,Insj/rplc car modulj atr elt,PPRRVU2026_Apr_nonQPP.csv,2026
0411T,,0411T|,0.00,C,XXX,Insj/rplc car modulj vnt elt,PPRRVU2026_Apr_nonQPP.csv,2026
0412T,,0412T|,0.00,C,XXX,Rmvl cardiac modulj pls gen,PPRRVU2026_Apr_nonQPP.csv,2026
0413T,,0413T|,0.00,C,XXX,Rmvl car modulj tranvns elt,PPRRVU2026_Apr_nonQPP.csv,2026
0414T,,0414T|,0.00,C,XXX,Rmvl & rpl car modulj pls gn,PPRRVU2026_Apr_nonQPP.csv,2026
0415T,,0415T|,0.00,C,XXX,Repos car modulj tranvns elt,PPRRVU2026_Apr_nonQPP.csv,2026
0416T,,0416T|,0.00,C,YYY,Reloc skin pocket pls gen,PPRRVU2026_Apr_nonQPP.csv,2026
0417T,,0417T|,0.00,C,XXX,Prgrmg eval cardiac modulj,PPRRVU2026_Apr_nonQPP.csv,2026
0417T,26,0417T|26,0.00,C,XXX,Prgrmg eval cardiac modulj,PPRRVU2026_Apr_nonQPP.csv,2026
0417T,TC,0417T|TC,0.00,C,XXX,Prgrmg eval cardiac modulj,PPRRVU2026_Apr_nonQPP.csv,2026
0418T,,0418T|,0.00,C,XXX,Interro eval cardiac modulj,PPRRVU2026_Apr_nonQPP.csv,2026
0418T,26,0418T|26,0.00,C,XXX,Interro eval cardiac modulj,PPRRVU2026_Apr_nonQPP.csv,2026
0418T,TC,0418T|TC,0.00,C,XXX,Interro eval cardiac modulj,PPRRVU2026_Apr_nonQPP.csv,2026
0419T,,0419T|,0.00,C,XXX,Dstrj neurofibroma xtnsv,PPRRVU2026_Apr_nonQPP.csv,2026
0420T,,0420T|,0.00,C,XXX,Dstrj neurofibroma xtnsv,PPRRVU2026_Apr_nonQPP.csv,2026
0422T,,0422T|,0.00,C,XXX,Tactile breast img uni/bi,PPRRVU2026_Apr_nonQPP.csv,2026
0437T,,0437T|,0.00,C,ZZZ,Impltj synth rnfcmt abdl wal,PPRRVU2026_Apr_nonQPP.csv,2026
0439T,,0439T|,0.00,C,ZZZ,Myocrd contrast prfuj echo,PPRRVU2026_Apr_nonQPP.csv,2026
0440T,,0440T|,0.00,C,YYY,Abltj perc uxtr/perph nrv,PPRRVU2026_Apr_nonQPP.csv,2026
0441T,,0441T|,0.00,C,YYY,Abltj perc lxtr/perph nrv,PPRRVU2026_Apr_nonQPP.csv,2026
0442T,,0442T|,0.00,C,YYY,Abltj perc plex/trncl nrv,PPRRVU2026_Apr_nonQPP.csv,2026
0443T,,0443T|,0.00,C,ZZZ,R-t spctrl alys prst8 tiss,PPRRVU2026_Apr_nonQPP.csv,2026
0444T,,0444T|,0.00,C,YYY,1st plmt drug elut oc ins,PPRRVU2026_Apr_nonQPP.csv,2026
0445T,,0445T|,0.00,C,YYY,Sbsqt plmt drug elut oc ins,PPRRVU2026_Apr_nonQPP.csv,2026
0446T,,0446T|,1.11,A,000,Insj impltbl glucose sensor,PPRRVU2026_Apr_nonQPP.csv,2026
0447T,,0447T|,1.31,A,000,Rmvl impltbl glucose sensor,PPRRVU2026_Apr_nonQPP.csv,2026
0448T,,0448T|,1.86,A,000,Remvl insj impltbl gluc sens,PPRRVU2026_Apr_nonQPP.csv,2026
0449T,,0449T|,0.00,C,YYY,Insj aqueous drain dev 1st,PPRRVU2026_Apr_nonQPP.csv,2026
0450T,,0450T|,0.00,C,YYY,Insj aqueous drain dev each,PPRRVU2026_Apr_nonQPP.csv,2026
0464T,,0464T|,0.00,C,YYY,Visual ep test for glaucoma,PPRRVU2026_Apr_nonQPP.csv,2026
0469T,,0469T|,0.00,N,XXX,Rta polarize scan oc scr bi,PPRRVU2026_Apr_nonQPP.csv,2026
0472T,,0472T|,0.00,C,XXX,Prgrmg io rta eltrd ra,PPRRVU2026_Apr_nonQPP.csv,2026
0473T,,0473T|,0.00,C,XXX,Reprgrmg io rta eltrd ra,PPRRVU2026_Apr_nonQPP.csv,2026
0474T,,0474T|,0.00,C,XXX,Insj aqueous drg dev io rsvr,PPRRVU2026_Apr_nonQPP.csv,2026
0479T,,0479T|,0.00,C,000,Fxjl abl lsr 1st 100 sq cm,PPRRVU2026_Apr_nonQPP.csv,2026
0480T,,0480T|,0.00,C,ZZZ,Fxjl abl lsr ea addl 100sqcm,PPRRVU2026_Apr_nonQPP.csv,2026
0481T,,0481T|,0.00,C,000,Njx autol wbc concentrate,PPRRVU2026_Apr_nonQPP.csv,2026
0483T,,0483T|,0.00,C,000,Tmvi percutaneous approach,PPRRVU2026_Apr_nonQPP.csv,2026
0484T,,0484T|,0.00,C,000,Tmvi transthoracic exposure,PPRRVU2026_Apr_nonQPP.csv,2026
0485T,,0485T|,0.00,C,XXX,Oct mid ear i&r unilateral,PPRRVU2026_Apr_nonQPP.csv,2026
0485T,26,0485T|26,0.00,C,XXX,Oct mid ear i&r unilateral,PPRRVU2026_Apr_nonQPP.csv,2026
0485T,TC,0485T|TC,0.00,C,XXX,Oct mid ear i&r unilateral,PPRRVU2026_Apr_nonQPP.csv,2026
0486T,,0486T|,0.00,C,XXX,Oct mid ear i&r bilateral,PPRRVU2026_Apr_nonQPP.csv,2026
0486T,26,0486T|26,0.00,C,XXX,Oct mid ear i&r bilateral,PPRRVU2026_Apr_nonQPP.csv,2026
0486T,TC,0486T|TC,0.00,C,XXX,Oct mid ear i&r bilateral,PPRRVU2026_Apr_nonQPP.csv,2026
0488T,,0488T|,0.00,C,XXX,Diabetes prev online/elec,PPRRVU2026_Apr_nonQPP.csv,2026
0489T,,0489T|,0.00,C,000,Regn cell tx scldr hands,PPRRVU2026_Apr_nonQPP.csv,2026
0490T,,0490T|,0.00,C,000,Regn cell tx scldr h mlt inj,PPRRVU2026_Apr_nonQPP.csv,2026
0494T,,0494T|,0.00,C,XXX,Prep & cannulj cdvr don lung,PPRRVU2026_Apr_nonQPP.csv,2026
0495T,,0495T|,0.00,C,XXX,Mntr cdvr don lng 1st 2 hrs,PPRRVU2026_Apr_nonQPP.csv,2026
0496T,,0496T|,0.00,C,ZZZ,Mntr cdvr don lng ea addl hr,PPRRVU2026_Apr_nonQPP.csv,2026
0500F,,0500F|,0.00,M,XXX,Initial prenatal care visit,PPRRVU2026_Apr_nonQPP.csv,2026
0501F,,0501F|,0.00,I,XXX,Prenatal flow sheet,PPRRVU2026_Apr_nonQPP.csv,2026
0502F,,0502F|,0.00,I,XXX,Subsequent prenatal care,PPRRVU2026_Apr_nonQPP.csv,2026
0503F,,0503F|,0.00,I,XXX,Postpartum care visit,PPRRVU2026_Apr_nonQPP.csv,2026
0505F,,0505F|,0.00,I,XXX,Hemodialysis plan docd,PPRRVU2026_Apr_nonQPP.csv,2026
0505T,,0505T|,0.00,C,YYY,Ev fempop artl revsc,PPRRVU2026_Apr_nonQPP.csv,2026
0506T,,0506T|,0.00,C,XXX,Mac pgmt opt dns meas hfp,PPRRVU2026_Apr_nonQPP.csv,2026
0506T,26,0506T|26,0.00,C,XXX,Mac pgmt opt dns meas hfp,PPRRVU2026_Apr_nonQPP.csv,2026
0506T,TC,0506T|TC,0.00,C,XXX,Mac pgmt opt dns meas hfp,PPRRVU2026_Apr_nonQPP.csv,2026
0507F,,0507F|,0.00,I,XXX,Periton dialysis plan docd,PPRRVU2026_Apr_nonQPP.csv,2026
0507T,,0507T|,0.00,C,XXX,Near ifr 2img mibmn glnd i&r,PPRRVU2026_Apr_nonQPP.csv,2026
0507T,26,0507T|26,0.00,C,XXX,Near ifr 2img mibmn glnd i&r,PPRRVU2026_Apr_nonQPP.csv,2026
0507T,TC,0507T|TC,0.00,C,XXX,Near ifr 2img mibmn glnd i&r,PPRRVU2026_Apr_nonQPP.csv,2026
0509F,,0509F|,0.00,M,XXX,Urine incon plan docd,PPRRVU2026_Apr_nonQPP.csv,2026
0509T,,0509T|,0.39,A,XXX,Pattern erg w/i&r,PPRRVU2026_Apr_nonQPP.csv,2026
0509T,26,0509T|26,0.39,A,XXX,Pattern erg w/i&r,PPRRVU2026_Apr_nonQPP.csv,2026
0509T,TC,0509T|TC,0.00,A,XXX,Pattern erg w/i&r,PPRRVU2026_Apr_nonQPP.csv,2026
0510T,,0510T|,0.00,C,YYY,Rmvl sinus tarsi implant,PPRRVU2026_Apr_nonQPP.csv,2026
0511T,,0511T|,0.00,C,YYY,Rmvl&rinsj sinus tarsi implt,PPRRVU2026_Apr_nonQPP.csv,2026
0512T,,0512T|,0.00,C,YYY,Esw integ wnd hlg 1st wnd,PPRRVU2026_Apr_nonQPP.csv,2026
0513F,,0513F|,0.00,M,XXX,Elev bp plan of care docd,PPRRVU2026_Apr_nonQPP.csv,2026
0513T,,0513T|,0.00,C,ZZZ,Esw integ wnd hlg ea addl,PPRRVU2026_Apr_nonQPP.csv,2026
0514F,,0514F|,0.00,I,XXX,Care plan hgb docd esa pt,PPRRVU2026_Apr_nonQPP.csv,2026
0515T,,0515T|,0.00,C,YYY,Insj wcs lv compl sys,PPRRVU2026_Apr_nonQPP.csv,2026
0516F,,0516F|,0.00,I,XXX,Anemia plan of care docd,PPRRVU2026_Apr_nonQPP.csv,2026
0516T,,0516T|,0.00,C,YYY,Insj wcs lv eltrd only,PPRRVU2026_Apr_nonQPP.csv,2026
0517F,,0517F|,0.00,I,XXX,Glaucoma plan of care docd,PPRRVU2026_Apr_nonQPP.csv,2026
0517T,,0517T|,0.00,C,YYY,Insj wcs lv both compnt pg,PPRRVU2026_Apr_nonQPP.csv,2026
0518F,,0518F|,0.00,M,XXX,Fall plan of care docd,PPRRVU2026_Apr_nonQPP.csv,2026
0518T,,0518T|,0.00,C,YYY,Rmvl pg wcs lv battery only,PPRRVU2026_Apr_nonQPP.csv,2026
0519F,,0519F|,0.00,I,XXX,Pland chemo docd b/4 txmnt,PPRRVU2026_Apr_nonQPP.csv,2026
0519T,,0519T|,0.00,C,YYY,Rmv&rplcmt pg wcs lv both,PPRRVU2026_Apr_nonQPP.csv,2026
0520F,,0520F|,0.00,M,XXX,Rad dos limts b/4 3d rad,PPRRVU2026_Apr_nonQPP.csv,2026
0520T,,0520T|,0.00,C,YYY,Rmv&rplcmt pg wcs lv battery,PPRRVU2026_Apr_nonQPP.csv,2026
0521F,,0521F|,0.00,M,XXX,Plan of care 4 pain docd,PPRRVU2026_Apr_nonQPP.csv,2026
0521T,,0521T|,0.00,C,XXX,Interrog dev eval wcs ip,PPRRVU2026_Apr_nonQPP.csv,2026
0521T,26,0521T|26,0.00,C,XXX,Interrog dev eval wcs ip,PPRRVU2026_Apr_nonQPP.csv,2026
0521T,TC,0521T|TC,0.00,C,XXX,Interrog dev eval wcs ip,PPRRVU2026_Apr_nonQPP.csv,2026
0522T,,0522T|,0.00,C,XXX,Prgrmg dev eval wcs ip,PPRRVU2026_Apr_nonQPP.csv,2026
0522T,26,0522T|26,0.00,C,XXX,Prgrmg dev eval wcs ip,PPRRVU2026_Apr_nonQPP.csv,2026
0522T,TC,0522T|TC,0.00,C,XXX,Prgrmg dev eval wcs ip,PPRRVU2026_Apr_nonQPP.csv,2026
0523T,,0523T|,0.00,C,ZZZ,Ntrapx c ffr w/3d funcjl map,PPRRVU2026_Apr_nonQPP.csv,2026
0524T,,0524T|,0.00,C,YYY,Ev cath dir chem abltj w/img,PPRRVU2026_Apr_nonQPP.csv,2026
0525F,,0525F|,0.00,I,XXX,Initial visit for episode,PPRRVU2026_Apr_nonQPP.csv,2026
0525T,,0525T|,0.00,C,YYY,Insj/rplcmt compl iims,PPRRVU2026_Apr_nonQPP.csv,2026
0526F,,0526F|,0.00,M,XXX,Subs visit for episode,PPRRVU2026_Apr_nonQPP.csv,2026
0526T,,0526T|,0.00,C,YYY,Insj/rplcmt iims eltrd only,PPRRVU2026_Apr_nonQPP.csv,2026
0527T,,0527T|,0.00,C,YYY,Insj/rplcmt iims implt mntr,PPRRVU2026_Apr_nonQPP.csv,2026
0528F,,0528F|,0.00,I,XXX,Rcmnd flw-up 10 yrs docd,PPRRVU2026_Apr_nonQPP.csv,2026
0528T,,0528T|,0.00,C,XXX,Prgrmg dev eval iims ip,PPRRVU2026_Apr_nonQPP.csv,2026
0528T,26,0528T|26,0.00,C,XXX,Prgrmg dev eval iims ip,PPRRVU2026_Apr_nonQPP.csv,2026
0528T,TC,0528T|TC,0.00,C,XXX,Prgrmg dev eval iims ip,PPRRVU2026_Apr_nonQPP.csv,2026
0529F,,0529F|,0.00,M,XXX,Intrvl 3/>yr pts clnscp docd,PPRRVU2026_Apr_nonQPP.csv,2026
